Code SANDRE;Date de mise en configuration actuelle;Date mise en service;Date de fermeture;Nom ouvrage;Commune d'implantation;Code insee commune;Cours d'eau;Entité Hydro;Masse d'eau;Code masse d'eau;X (L93);Y (L93);Capacité nominale;Unité;Exploitant;Maître d'ouvrage;Autorisation de rejet;Communes raccordées
"028832502437";"15/09/2014";"15/09/2014";"";"LA NEUVEVILLE-SOUS-MONTFORT ";"NEUVEVILLE-SOUS-MONTFORT (LA)";"88325";"";"A5260360";"SAULE";"FRCR258";"924410";"6795950";"14";"kg/j DBO5";"CNE DE NEUVEVILLE-SOUS-MONTFORT (LA)";"CNE DE NEUVEVILLE-SOUS-MONTFORT (LA)";"01/10/2011";
"025403900040";"01/01/1972";"01/01/1972";"31/12/1999";"BACCARAT";"BACCARAT";"54039";"LA MEURTHE";"A631010A";"MEURTHE 3";"FRCR279";"976049";"6823658";"228";"kg/j DBO5";"CNE DE BACCARAT";"CNE DE BACCARAT";"";
"025447001732";"15/05/2006";"15/05/2006";"";"SAINT-BAUSSANT";"SAINT-BAUSSANT";"54470";"";"A7310200";"RUPT DE MAD 2";"FRCR344";"904451";"6869820";"5,7";"kg/j DBO5";"CNE DE SAINT-BAUSSANT";"CNE DE SAINT-BAUSSANT";"01/10/2006";
"025702800116";"01/01/1990";"01/01/1990";"";"ARGANCY";"ARGANCY";"57028";"";"A7910920";"MOSELLE 6";"FRCR213";"933410";"6904784";"198";"kg/j DBO5";"NANTAISE DES EAUX SERVICES";"CC RIVES DE MOSELLE";"06/12/2011";
"025726702149";"01/11/2012";"01/11/2012";"";"VAL-DE-GUEBLANGE";"VAL-DE-GUEBLANGE (LE)";"57267";"";"A9130200";"ALBE 2";"FRCR433";"990114";"6883690";"51";"kg/j DBO5";"CNE DE VAL-DE-GUEBLANGE (LE)";"CNE DE VAL-DE-GUEBLANGE (LE)";"";
"028811802140";"15/06/2011";"15/06/2011";"";"COUSSEY";"COUSSEY";"88118";"";"B1150000";"MEUSE 3";"FRB1R472";"898402";"6816141";"43";"kg/j DBO5";"CNE DE COUSSEY";"CNE DE COUSSEY";"07/01/2009";
"020822201356";"28/11/2001";"28/11/2001";"";"FUMAY";"HAYBES";"8222";"";"B7050000";"MEUSE 8";"FRB1R477";"821683";"6990384";"810";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"SIA DE HAYBES ET FUMAY";"26/12/2000";
"025770501869";"11/07/2008";"11/07/2008";"";"VELVING";"VELVING";"57705";"";"";"RUISSEAU D'OTTONVILLE";"FRCR463";"957302";"6909900";"18";"kg/j DBO5";"CC DU PAYS BOULAGEOIS";"CC DU PAYS BOULAGEOIS";"20/07/2005";
"026825802360";"10/06/2013";"10/06/2013";"";"PULVERSHEIM";"PULVERSHEIM";"68258";"";"A1460740";"THUR 4";"FRCR69";"1022908";"6758329";"365";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"SIVOM DE L'AGGLOMERATION MULHOUSIENNE";"13/07/2011";
"026746200391";"01/01/1987";"01/01/1987";"01/09/2003";"SELESTAT";"SELESTAT";"67462";"RIVIERE L'ILL";"A227003A";"ILL 6";"FRCR21";"1033422";"6806382";"2466,96";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CC DE SELESTAT";"";
"026716900319";"01/01/1982";"01/01/1982";"01/12/2014";"GRIES";"GRIES";"67169";"";"A3320370";"WASCHGRABEN";"FRCR172";"1054337";"6861018";"330";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DE LA BASSE ZORN";"";
"028808602188";"01/10/2011";"01/10/2011";"";"CHAMP-LE-DUC";"CHAMP-LE-DUC";"88086";"";"A4320200";"VOLOGNE 2";"FRCR228";"975653";"6794343";"380";"kg/j DBO5";"CC BRUYERES-VALLONS DES VOSGES";"CC BRUYERES-VALLONS DES VOSGES";"20/05/2009";
"025748301342";"30/09/2001";"30/09/2001";"";"MORHANGE";"MORHANGE";"57483";"";"A7600200";"SEILLE 2";"FRCR333";"966715";"6874750";"378";"kg/j DBO5";"CC DU CENTRE MOSELLAN";"CC DU CENTRE MOSELLAN";"22/10/2001";
"025401502200";"01/05/2011";"01/05/2011";"";"ANDERNY HAMEAU BRABANT";"ANDERNY";"54015";"";"A8310300";"WOIGOT 1";"FRCR393";"911466";"6917926";"5";"kg/j DBO5";"CNE DE ANDERNY";"CNE DE ANDERNY";"";
"025776200290";"17/01/1974";"17/01/1974";"01/02/2004";"ZIMMING";"ZIMMING";"57762";"RUISSEAU DE MARANGE";"A985044C";"NIED ALLEMANDE 2";"FRCR460";"961129";"6897654";"33";"kg/j DBO5";"CC DISTRICT URBAIN DE FAULQUEMONT & ENV";"CC DISTRICT URBAIN DE FAULQUEMONT & ENV";"";
"025757100246";"06/07/1978";"06/07/1978";"";"REMERING-LES-PUTTELANGE";"REMERING-LES-PUTTELANGE";"57571";"";"A9150420";"MODERBACH";"FRCR434";"988102";"6888646";"138";"kg/j DBO5";"CNE DE REMERING-LES-PUTTELANGE";"CNE DE REMERING-LES-PUTTELANGE";"04/02/2010";
"025207402518";"18/12/2014";"18/12/2014";"";"BREUVANNES_COLOMBEY-LES-CHOISEUL";"BREUVANNES-EN-BASSIGNY";"52074";"";"B0100200";"FLAMBART";"FRB1R484";"895551";"6777840";"6";"kg/j DBO5";"CNE DE BREUVANNES EN BASSIGNY";"CNE DE BREUVANNES EN BASSIGNY";"";
"025512200097";"01/01/1995";"01/01/1971";"";"COMMERCY";"COMMERCY";"55122";"";"B2130000";"MEUSE 3";"FRB1R472";"889936";"6854872";"672";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE COMMERCY";"";
"020815300010";"01/01/1988";"01/01/1988";"";"ESCOMBRES-ET-LE-CHESNOIS";"ESCOMBRES-ET-LE-CHESNOIS";"8153";"";"B4660750";"CHIERS 3";"FRB1R723";"852675";"6956996";"12,6";"kg/j DBO5";"CNE DE ESCOMBRES ET LE CHESNOIS";"CNE DE ESCOMBRES ET LE CHESNOIS";"";
"020810602281";"01/08/2012";"01/08/2012";"";"CHARNOIS";"CHARNOIS";"8106";"";"B7200000";"MEUSE 8";"FRB1R477";"831004";"7002750";"4";"kg/j DBO5";"CNE DE CHARNOIS";"CNE DE CHARNOIS";"";
"020848600758";"01/06/1995";"01/06/1995";"";"VIREUX-MOLHAIN";"VIREUX-MOLHAIN";"8486";"";"B7200000";"MEUSE 8";"FRB1R477";"823149";"7000289";"340,2";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"SASS DES DEUX VIREUX";"21/12/1993";
"025406700741";"01/12/1993";"01/12/1993";"";"BEUVEILLE";"BEUVEILLE";"54067";"";"";"CRUSNES 2";"FRB1R547";"894759";"6929430";"300";"kg/j DBO5";"TERRE LORRAINE DU LONGUYONNAIS ";"TERRE LORRAINE DU LONGUYONNAIS ";"19/12/2006";
"025538501097";"25/09/1998";"25/09/1998";"";"NIXEVILLE";"NIXEVILLE-BLERCOURT";"55385";"";"";"SCANCE";"FRB1R526";"866864";"6893111";"12";"kg/j DBO5";"CNE DE NIXEVILLE-BLERCOURT";"CNE DE NIXEVILLE-BLERCOURT";"";
"026728100845";"05/11/1997";"05/11/1997";"";"MARCKOLSHEIM";"MARCKOLSHEIM";"67281";"";"A0400000";"RHIN 2";"FRCR2";"1041135";"6795953";"682,5";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"28/07/1995";
"026810700747";"01/03/1993";"01/03/1993";"";"GOMMERSDORF";"GOMMERSDORF";"68107";"";"A1120022";"LARGUE 2";"FRCR705";"1009683";"6735189";"24";"kg/j DBO5";"CNE DE GOMMERSDORF";"CNE DE GOMMERSDORF";"";
"026726500802";"01/01/1995";"01/01/1995";"";"LICHTENBERG";"LICHTENBERG";"67265";"";"A3130200";"ROTHBACH 1";"FRCR161";"1028622";"6879641";"190,08";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SIVOM DE LA HAUTE MODER";"21/11/1994";
"028820900489";"31/12/2009";"01/01/1994";"";"GOLBEY";"GOLBEY";"88209";"";"A4430060";"MOSELLE 3";"FRCR210";"955624";"6795724";"3499,98";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"SIA CHANTRAINE EPINAL GOLBEY";"08/03/2004";
"025413500051";"01/05/1991";"01/05/1991";"";"COLOMBEY-LES-BELLES";"COLOMBEY-LES-BELLES";"54135";"";"A5600200";"BOUVADE";"FRCR272";"912245";"6829991";"68,4";"kg/j DBO5";"CNE DE COLOMBEY-LES-BELLES";"CNE DE COLOMBEY-LES-BELLES";"19/12/2006";
"025443101250";"01/09/2006";"01/06/1999";"";"PONT-A-MOUSSON";"PONT-A-MOUSSON";"54431";"";"A7200060";"MOSELLE 6";"FRCR213";"923502";"6873077";"1950";"kg/j DBO5";"SAUR";"SASS AGGLOMERATION DE PONT A MOUSSON";"10/06/1999";
"025410302431";"01/08/2014";"01/08/2014";"";"BRUVILLE";"BRUVILLE";"54103";"";"A8200310";"RUISSEAU DU FOND DE LA CUVE 1";"FRCR387";"912532";"6896573";"15";"kg/j DBO5";"SIE DU SOIRON";"SIE DU SOIRON";"24/04/2012";
"025446901902";"01/07/2008";"01/07/2008";"";"SAINT-AIL";"SAINT-AIL";"54469";"";"A8230330";"RUISSEAU DE STE-MARIE";"FRCR392";"917981";"6902100";"19,5";"kg/j DBO5";"CNE DE SAINT-AIL";"CNE DE SAINT-AIL";"05/02/2007";
"025750901100";"25/09/1998";"25/09/1998";"";"NITTING";"NITTING";"57509";"";"A9010202";"SARRE 1";"FRCR411";"996330";"6848570";"47,82";"kg/j DBO5";"CC DES DEUX SARRES";"CC DES DEUX SARRES";"16/10/1997";
"025501302497";"30/10/2014";"30/10/2014";"";"ARRANCY-SUR-CRUSNES";"ARRANCY-SUR-CRUSNE";"55013";"";"B4130390";"CRUSNES 2";"FRB1R547";"893266";"6926978";"35";"kg/j DBO5";"CNE DE ARRANCY-SUR-CRUSNES";"CNE DE ARRANCY-SUR-CRUSNES";"18/12/2013";
"020819000808";"01/01/1995";"01/01/1995";"";"GIVET";"GIVET";"8190";"";"B7400000";"MEUSE 8";"FRB1R477";"830217";"7008515";"1113";"kg/j DBO5";"EAU ET FORCE";"CNE DE GIVET";"19/03/2013";
"025229101464";"15/06/2002";"15/06/2002";"01/01/2008";"LONGCHAMP LES MILLIERES";"LONGCHAMP";"52291";"";"";"";"";"882002";"6783289";"4,2";"kg/j DBO5";"COMMUNE DE LONGCHAMP";"COMMUNE DE LONGCHAMP";"";
"025440202067";"01/01/2006";"01/01/2006";"";"NORROY-LE-SEC_LOTISSEMENT";"NORROY-LE-SEC";"54402";"";"";"RAWE";"FRCR391";"904388";"6911837";"9";"kg/j DBO5";"CNE DE NORROY-LE-SEC";"CNE DE NORROY-LE-SEC";"";
"026751900405";"30/09/2006";"01/10/1988";"";"STRASBOURG";"WANTZENAU (LA)";"67519";"";"A0610000";"RHIN 3";"FRCR3";"1055917";"6847848";"61020";"kg/j DBO5";"VALORHIN";"EUROMETROPOLE DE STRASBOURG ";"26/05/2003";
"026803600420";"01/01/1977";"01/01/1977";"15/11/2005";"BIESHEIM";"BIESHEIM";"68036";"MUHLBACH DE LA HARDT";"A033020J";"";"";"1039233";"6781373";"192";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"";
"026807800427";"01/06/1976";"01/06/1976";"09/06/2008";"EGUISHEIM";"EGUISHEIM";"68078";"RUISSEAU LE MALSBACH";"A160043A";"LAUCH 3";"FRCR78";"1021471";"6780282";"486";"kg/j DBO5";"B.M.G.E.";"SI DES TROIS CHATEAUX D'EGUISHEIM";"";
"026820300446";"01/05/1975";"01/05/1975";"12/11/2014";"MERXHEIM";"MERXHEIM";"68203";"";"A1520200";"LAUCH 3";"FRCR78";"1020994";"6765927";"78";"kg/j DBO5";"CC DE LA REGION DE GUEBWILLER";"CC DE LA REGION DE GUEBWILLER";"";
"026806900425";"01/02/1988";"01/02/1988";"24/12/2010";"DESSENHEIM";"DESSENHEIM";"68069";"";"A2230202";"CANAL VAUBAN";"FRCR15";"1034793";"6774209";"72";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"";
"026727900345";"01/01/1970";"01/01/1970";"01/01/2002";"MAENNOLSHEIM";"MAENNOLSHEIM";"67279";"RUISSEAU LE ROHRBACH";"A347038A";"ROHRBACH";"FRCR193";"1027972";"6853905";"27";"kg/j DBO5";"SIA DE MAENNOLSHEIM-WOLSCHHEIM";"SIA DE MAENNOLSHEIM-WOLSCHHEIM";"";
"026747800398";"01/01/1976";"01/01/1976";"05/02/2007";"STEINBOURG";"STEINBOURG";"67478";"RIVIERE LA ZORN";"A342020A";"ZORN 3";"FRCR176";"1024360";"6861014";"186";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SIA REGION SAVERNE-ZORN-MOSSEL";"";
"028813200483";"01/01/1976";"01/01/1976";"";"DEYVILLERS";"DEYVILLERS";"88132";"";"A4440300";"ST-OGER";"FRCR239";"960929";"6794926";"102";"kg/j DBO5";"CNE DE DEYVILLERS";"CNE DE DEYVILLERS";"06/12/2000";
"025442600081";"01/01/1983";"01/01/1983";"";"PIERRE-LA-TREICHE";"PIERRE-LA-TREICHE";"54426";"";"A5530060";"MOSELLE 5";"FRCR212";"914951";"6842310";"48";"kg/j DBO5";"CC DU TOULOIS";"CC DU TOULOIS";"19/08/2011";
"025413901917";"31/12/2007";"31/12/2007";"30/10/2012";"COURBESSEAUX_LOTISSEMENT";"COURBESSEAUX";"54139";"";"A6910300";"ROANNE";"FRCR327";"950497";"6848806";"7,68";"kg/j DBO5";"CNE DE COURBESSEAUX";"CNE DE COURBESSEAUX";"";
"025457902100";"15/12/2010";"15/12/2010";"";"VILLERS-SOUS-PRENY";"VILLERS-SOUS-PRENY";"54579";"";"A7210300";"RUISSEAU DE TREY";"FRCR342";"920077";"6875742";"32";"kg/j DBO5";"CNE DE VILLERS-SOUS-PRENY";"CNE DE VILLERS-SOUS-PRENY";"15/12/2010";
"025743301717";"06/06/2006";"06/06/2006";"";"MAIZIERES-LES-METZ";"MAIZIERES-LES-METZ";"57433";"";"A7920082";"MOSELLE 6";"FRCR213";"932535";"6905309";"985,5";"kg/j DBO5";"NANTAISE DES EAUX SERVICES";"CC RIVES DE MOSELLE";"22/08/2007";
"025709600130";"01/01/1965";"01/01/1965";"31/12/2001";"BOULANGE";"BOULANGE";"57096";"RUISSEAU LE CONROY";"A841020C";"CONROY 1";"FRCR395";"914860";"6923789";"78";"kg/j DBO5";"CNE DE BOULANGE";"CNE DE BOULANGE";"";
"025773100285";"01/06/1982";"01/06/1982";"01/09/2008";"VOLMERANGE-LES-MINES";"VOLMERANGE-LES-MINES";"57731";"RUISSEAU DE VOLMERANGE";"A892030C";"RUISSEAU DE VOLMERANGE";"FRCR717";"923213";"6932813";"126";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CC DE CATTENOM ET ENVIRONS";"";
"025706700125";"01/01/1992";"01/01/1968";"26/06/2002";"BERTRANGE";"BERTRANGE";"57067";"RUISSEAU LA SEE";"A850047A";"SEE";"FRCR399";"931430";"6917543";"63";"kg/j DBO5";"CNE DE BERTRANGE";"SI REGION GUENANGE EAU ASSAINISSEMENT";"";
"025708900129";"20/08/1990";"20/08/1990";"";"BITCHE";"BITCHE";"57089";"";"A9320210";"HORN";"FRCR445";"1023505";"6893746";"522";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"14/12/2009";
"025709101254";"01/01/1998";"01/01/1998";"";"BLIESBRUCK";"BLIESBRUCK";"57091";"";"A9370410";"BLIES";"FRCR444";"1004748";"6897473";"9";"kg/j DBO5";"CNE DE BLIESBRUCK";"CNE DE BLIESBRUCK";"";
"025440202527";"01/06/2015";"01/06/2015";"";"NORROY-LE-SEC";"NORROY-LE-SEC";"54402";"";"B4300420";"OTHAIN 1";"FRB1R550";"904324";"6912735";"34";"kg/j DBO5";"CNE DE NORROY-LE-SEC";"CNE DE NORROY-LE-SEC";"01/03/2013";
"025411000049";"01/01/1987";"01/01/1987";"";"CERVILLE";"CERVILLE";"54110";"";"";"ROANNE";"FRCR327";"945204";"6848297";"27";"kg/j DBO5";"CC DU GRAND COURONNE";"CC DU GRAND COURONNE";"04/12/2006";
"026808800429";"01/01/1974";"01/01/1974";"";"FELDKIRCH";"FELDKIRCH";"68088";"";"A1540212";"LOHBACH";"FRCR80";"1019690";"6760693";"330";"kg/j DBO5";"SOGEST";"SIVOM DE L'AGGLOMERATION MULHOUSIENNE";"01/01/1980";
"026737200761";"01/01/1994";"01/01/1994";"";"PFAFFENHOFFEN";"PFAFFENHOFFEN";"67372";"";"A3150100";"MODER 3";"FRCR154";"1040464";"6870643";"874,98";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"028847002048";"15/07/2010";"15/07/2010";"";"LE THOLY";"THOLY (LE)";"88470";"";"A4170300";"CLEURIE";"FRCR225";"979678";"6782497";"43";"kg/j DBO5";"CNE DE LE THOLY";"CNE DE LE THOLY";"06/01/2009";
"025407300819";"01/01/1994";"01/01/1994";"";"BICQUELEY";"BICQUELEY";"54073";"";"A5620200";"BOUVADE";"FRCR272";"914471";"6840322";"60";"kg/j DBO5";"CC DU TOULOIS";"CC DU TOULOIS";"24/02/2011";
"025758501756";"01/11/2006";"01/11/2006";"";"RITZING";"RITZING";"57585";"";"A8880300";"RUISSEAU D'APACH";"FRCR409";"950638";"6931543";"12";"kg/j DBO5";"CNE DE RITZING";"CNE DE RITZING";"22/07/2004";
"025707200126";"01/01/1993";"01/06/1979";"20/06/2007";"BETTELAINVILLE";"BETTELAINVILLE";"57072";"RUISSEAU LA BIBICHE";"A863020A";"";"";"940169";"6909722";"9";"kg/j DBO5";"SIA DE LA BIBICHE";"SIA DE LA BIBICHE";"";
"025753301421";"01/11/2002";"01/11/2002";"";"PANGE";"PANGE";"57533";"";"A9740120";"NIED FRANCAISE 2";"FRCR417";"945654";"6892821";"100,02";"kg/j DBO5";"SM COMOGYRE";"SM COMOGYRE";"06/07/2001";
"025720701980";"20/04/2010";"20/04/2010";"";"FAREBERSVILLER";"FAREBERSVILLER";"57207";"";"A9520310";"ROSSELLE 3";"FRCR457";"981638";"6898007";"1068";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CC DE FREYMING-MERLEBACH";"16/11/2007";
"025724001538";"10/08/2004";"10/08/2004";"";"FREYMING-MERLEBACH";"FREYMING-MERLEBACH";"57240";"";"A9520200";"ROSSELLE 3";"FRCR457";"979199";"6900327";"2863,02";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CC DE FREYMING-MERLEBACH";"21/06/2002";
"025730100185";"01/11/1975";"01/11/1975";"";"HASPELSCHIEDT";"HASPELSCHIEDT";"57301";"";"A9320210";"HORN";"FRCR445";"1027318";"6897002";"108";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"025773801767";"31/12/2014";"31/12/2006";"";"WALDHOUSE";"WALDHOUSE";"57738";"";"A9330210";"HORN";"FRCR445";"1024598";"6902994";"67,5";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"22/08/2005";
"025755600244";"01/01/1960";"01/01/1960";"15/11/2010";"PUTTELANGE-AUX-LACS";"PUTTELANGE-AUX-LACS";"57556";"";"A9140210";"MODERBACH";"FRCR434";"987179";"6890304";"78";"kg/j DBO5";"CNE DE PUTTELANGE-AUX-LACS";"CNE DE PUTTELANGE-AUX-LACS";"";
"025511102411";"01/10/2013";"01/10/2013";"";"CHAUVONCOURT_MENONVILLE";"CHAUVONCOURT";"55111";"";"B2220000";"MEUSE 3";"FRB1R472";"884465";"6868421";"5";"kg/j DBO5";"CNE DE CHAUVONCOURT";"CNE DE CHAUVONCOURT";"21/05/2012";
"025442800082";"01/01/1958";"01/01/1958";"";"PIERREPONT";"PIERREPONT";"54428";"";"B4130200";"CRUSNES 2";"FRB1R547";"896235";"6927662";"96";"kg/j DBO5";"TERRE LORRAINE DU LONGUYONNAIS ";"TERRE LORRAINE DU LONGUYONNAIS ";"";
"025459802341";"01/09/2012";"01/09/2012";"";"XIVRY-CIRCOURT";"XIVRY-CIRCOURT";"54598";"";"B4110300";"PIENNE";"FRB1R700";"900777";"6921371";"22";"kg/j DBO5";"CNE DE XIVRY-CIRCOURT";"CNE DE XIVRY-CIRCOURT";"23/08/2011";
"026733102207";"18/09/2012";"18/09/2012";"";"NIEDERSCHAEFFOLSHEIM";"NIEDERSCHAEFFOLSHEIM";"67331";"";"A3320620";"KESSELGRABEN";"FRCR173";"1047979";"6861992";"135";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"23/02/2011";
"025417302503";"30/03/2015";"30/03/2015";"";"DROUVILLE";"DROUVILLE";"54173";"";"A6910380";"ROANNE";"FRCR327";"950653";"6847141";"13";"kg/j DBO5";"CC DU GRAND COURONNE";"CC DU GRAND COURONNE";"10/10/2013";
"025451002491";"30/10/2014";"30/10/2014";"";"SORNEVILLE";"SORNEVILLE";"54510";"";"A7720480";"LOUTRE NOIRE";"FRCR358";"950708";"6855137";"24";"kg/j DBO5";"CC DU GRAND COURONNE";"CC DU GRAND COURONNE";"22/03/2012";
"025452402292";"15/03/2013";"15/03/2013";"";"THUMEREVILLE";"THUMEREVILLE";"54524";"";"A8070360";"ORNE 1";"FRCR380";"904103";"6903722";"3";"kg/j DBO5";"CNE DE THUMEREVILLE";"CNE DE THUMEREVILLE";"20/10/2011";
"025768401957";"30/08/2010";"30/08/2010";"";"VAHL-EBERSING";"VAHL-EBERSING";"57684";"";"A9800520";"NIED ALLEMANDE 1";"FRCR459";"974982";"6890210";"77";"kg/j DBO5";"CC DU CENTRE MOSELLAN";"CC DU CENTRE MOSELLAN";"15/09/2009";
"025740800206";"01/11/1980";"01/11/1980";"";"LIXING-LES-ROUHLING";"LIXING-LES-ROUHLING";"57408";"";"A9410320";"RUISSEAU DE LIXING";"FRCR454";"992065";"6901942";"63";"kg/j DBO5";"CA SARREGUEMINES CONFLUENCES";"CA SARREGUEMINES CONFLUENCES";"17/08/1979";
"025755602051";"15/11/2010";"15/11/2010";"";"PUTTELANGE-AUX-LACS";"PUTTELANGE-AUX-LACS";"57556";"";"A9150210";"MODERBACH";"FRCR434";"987089";"6889917";"325";"kg/j DBO5";"CNE DE PUTTELANGE-AUX-LACS";"CNE DE PUTTELANGE-AUX-LACS";"24/10/2006";
"025733702291";"01/11/2013";"01/11/2013";"";"HOSTE LA VALETTE";"HOSTE";"57337";"";"A9140470";"MODERBACH";"FRCR434";"981386";"6890758";"24";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CC DE FREYMING-MERLEBACH";"02/03/2011";
"025233202280";"01/01/2013";"01/01/2013";"";"VAL-DE-MEUSE MONTIGNY-LE-ROI";"VAL-DE-MEUSE";"52332";"";"B0000440";"MEUSE 1";"FRB1R470";"887102";"6769311";"450";"kg/j DBO5";"ONDEO INDUSTRIAL SOLUTIONS";"CNE DU VAL-DE-MEUSE";"04/03/2013";
"025539702155";"01/05/2011";"01/05/2011";"";"PAGNY-LA-BLANCHE-COTE";"PAGNY-LA-BLANCHE-COTE";"55397";"";"B1320000";"MEUSE 3";"FRB1R472";"901321";"6830004";"14";"kg/j DBO5";"CNE DE PAGNY-LA-BLANCHE COTE";"CNE DE PAGNY-LA-BLANCHE COTE";"10/02/2010";
"025518402081";"01/07/2010";"01/07/2010";"";"AULNOIS-SOUS-VERTUZEY";"EUVILLE";"55184";"";"B2130300";"FAUX";"FRB1R508";"895791";"6852900";"32";"kg/j DBO5";"CNE D'EUVILLE";"CNE D'EUVILLE";"01/01/2010";
"025506301978";"30/03/2010";"30/03/2010";"";"BOULIGNY-AMERMONT";"BOULIGNY";"55063";"";"B4300530";"OTHAIN 1";"FRB1R550";"899542";"6912630";"32";"kg/j DBO5";"SIE DE PIENNES";"SIE DE PIENNES";"23/06/2008";
"026821502060";"01/12/2008";"01/12/2008";"";"MONTREUX-VIEUX";"MONTREUX-VIEUX";"68215";"";"";"";"";"1001845";"6731495";"40";"kg/j DBO5";"CNE DE MONTREUX-VIEUX";"CNE DE MONTREUX-VIEUX";"16/07/2007";
"026835200465";"12/06/1994";"01/03/1974";"";"VOLGELSHEIM";"VOLGELSHEIM";"68352";"";"A0330202";"MUHLBACH DE LA HARDT";"FRCR31";"1039846";"6778419";"405";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"";
"026815700439";"01/01/1970";"01/01/1970";"";"JEBSHEIM";"JEBSHEIM";"68157";"RUISSEAU L'HONNENGRABEN";"A2260380";"BLIND";"FRCR106";"1032695";"6790535";"36";"kg/j DBO5";"COLMAR AGGLOMERATION ";"COLMAR AGGLOMERATION ";"";
"028824002197";"01/07/2011";"01/07/2011";"";"HERPELMONT";"HERPELMONT";"88240";"";"A4340310";"RUISSEAU DE HERPELMONT";"FRCR231";"978146";"6793143";"";"kg/j DBO5";"CC BRUYERES-VALLONS DES VOSGES";"CC BRUYERES-VALLONS DES VOSGES";"";
"026723400336";"01/01/1978";"01/01/1978";"";"KESKASTEL";"KESKASTEL";"67234";"";"A9090100";"SARRE 3";"FRCR413";"995654";"6882410";"123";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"025729901597";"15/06/2005";"15/06/2005";"";"HARTZVILLER";"HARTZVILLER";"57299";"";"A9030300";"BIEVRE 2";"FRCR423";"1000004";"6849307";"302,4";"kg/j DBO5";"CC DE LA VALLEE DE LA BIEVRE";"CC DE LA VALLEE DE LA BIEVRE";"14/05/2002";
"028843001736";"01/10/2006";"01/10/2006";"";"SAINT-OUEN-LES-PAREY";"SAINT-OUEN-LES-PAREY";"88430";"";"B1060210";"ANGER";"FRB1R487";"906076";"6791274";"48,6";"kg/j DBO5";"CNE DE SAINT-OUEN-LES-PAREY";"CNE DE SAINT-OUEN-LES-PAREY";"09/09/2005";
"028815001986";"23/06/2010";"23/06/2010";"";"DOMMARTIN-SUR-VRAINE";"DOMMARTIN-SUR-VRAINE";"88150";"";"B1240210";"VRAINE";"FRB1R495";"915448";"6807742";"24";"kg/j DBO5";"CNE DE DOMMARTIN-SUR-VRAINE";"CNE DE DOMMARTIN-SUR-VRAINE";"16/09/2011";
"025545600107";"01/01/1976";"01/01/1976";"28/02/2014";"SAINT-GERMAIN";"SAINT-GERMAIN-SUR-MEUSE";"55456";"";"B2100000";"MEUSE 3";"FRB1R472";"897694";"6842163";"4,2";"kg/j DBO5";"CNE DE SAINT-GERMAIN-SUR-MEUSE";"CNE DE SAINT-GERMAIN-SUR-MEUSE";"";
"025550200110";"01/01/1994";"01/01/1965";"";"STENAY";"STENAY";"55502";"";"B3120000";"MEUSE 5";"FRB1R474";"857996";"6935029";"378";"kg/j DBO5";"CNE DE STENAY";"CNE DE STENAY";"06/01/2005";
"020834300022";"01/01/1978";"01/01/1978";"";"POURU-SAINT-REMY";"POURU-SAINT-REMY";"8343";"";"B4660750";"CHIERS 3";"FRB1R723";"850718";"6954251";"108";"kg/j DBO5";"CA CHARLEVILLE MEZIERES / SEDAN";"CA CHARLEVILLE MEZIERES / SEDAN";"14/11/1974";
