Code SANDRE;Date de mise en configuration actuelle;Date mise en service;Date de fermeture;Nom ouvrage;Commune d'implantation;Code insee commune;Cours d'eau;Entité Hydro;Masse d'eau;Code masse d'eau;X (L93);Y (L93);Capacité nominale;Unité;Exploitant;Maître d'ouvrage;Autorisation de rejet;Communes raccordées
"020814200009";"01/01/1995";"01/01/1995";"";"DONCHERY";"DONCHERY";"8142";"";"B5030000";"MEUSE 6";"FRB1R475";"834054";"6957175";"229,5";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CA CHARLEVILLE MEZIERES / SEDAN";"16/05/2008";
"026806501625";"30/06/2004";"30/06/2004";"";"CHAVANNES-SUR-L'ETANG";"CHAVANNES-SUR-L'ETANG";"68065";"";"";"";"";"1001769";"6733633";"36";"kg/j DBO5";"CNE DE CHAVANNES-SUR-L'ETANG";"CNE DE CHAVANNES-SUR-L'ETANG";"09/07/2004";
"025447301222";"09/06/1998";"09/06/1998";"";"SAINT-FIRMIN";"SAINT-FIRMIN";"54473";"";"";"RUISSEAU DE CORNAPRE";"FRCR264";"931652";"6818558";"18";"kg/j DBO5";"CNE DE SAINT-FIRMIN";"CNE DE SAINT-FIRMIN";"21/08/1997";
"028815701838";"01/01/1998";"01/01/1998";"";"DOUNOUX";"DOUNOUX";"88157";"";"";"RUISSEAU DE RAINJUMENIL";"FRCR237";"956852";"6785093";"60";"kg/j DBO5";"CNE DE DOUNOUX";"CNE DE DOUNOUX";"30/01/1996";
"026813000434";"01/12/1975";"01/12/1975";"17/12/2012";"HEITEREN";"HEITEREN";"68130";"";"";"CANAL D'IRRIGATION DE LA HARDT";"FRCR13";"1038868";"6773390";"96";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"";
"026715402035";"25/08/2010";"25/08/2010";"";"GERSTHEIM";"GERSTHEIM";"67154";"";"A0520012";"RHIN 2";"FRCR2";"1048188";"6820572";"650";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026830000459";"01/06/2005";"01/08/1986";"";"SAUSHEIM (ILE NAPOLEON)";"SAUSHEIM";"68300";"";"A133012";"GRAND CANAL D'ALSACE - BIEF DE KEMBS A NEUF-BRISACH";"FRCR5";"1029658";"6751089";"32199,96";"kg/j DBO5";"DEGREMONT SERVICES ";"SIVOM DE L'AGGLOMERATION MULHOUSIENNE";"26/06/2003";
"026809001873";"01/12/2007";"01/12/2007";"";"FERRETTE";"FERRETTE";"68090";"";"A1020420";"ILL 2";"FRCR17";"1024746";"6720226";"172,26";"kg/j DBO5";"SIVOM DE FERRETTE ET VIEUX-FERRETTE";"SIVOM DE FERRETTE ET VIEUX-FERRETTE";"07/04/2006";
"026730000350";"01/10/2000";"01/01/1977";"";"MOLSHEIM";"MOLSHEIM";"67300";"";"A2760110";"BRUCHE ARTIFICIELLE";"FRCR92";"1032002";"6837242";"1350";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DE LA REGION DE MOLSHEIM-MUTZIG";"01/11/1996";
"026817500444";"11/02/2003";"01/01/1983";"";"LAPOUTROIE";"LAPOUTROIE";"68175";"";"A2120200";"WEISS 2";"FRCR98";"1012352";"6792116";"504,9";"kg/j DBO5";"CC DE LA VALLEE DE KAYSERSBERG";"CC DE LA VALLEE DE KAYSERSBERG";"01/02/2001";
"026801400415";"01/01/1977";"01/01/1977";"";"AUBURE";"AUBURE";"68014";"RUISSEAU LE STRENGBACH";"A2150300";"STRENGBACH";"FRCR104";"1013519";"6797739";"69";"kg/j DBO5";"CNE D'AUBURE";"CNE D'AUBURE";"";
"026734700369";"26/10/1979";"26/10/1979";"";"OBERMODERN";"OBERMODERN-ZUTZENDORF";"67347";"";"A3120100";"WAPPACHGRABEN";"FRCR163";"1034603";"6870312";"240";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026707102226";"26/06/2012";"26/06/2012";"";"BUST";"BUST";"67071";"";"A3430430";"ZINSEL DU SUD 1";"FRCR180";"1010548";"6866659";"35";"kg/j DBO5";"SIA DES 2 CANTONS";"SIA DES 2 CANTONS";"09/06/2009";
"026708901242";"01/09/1999";"01/09/1999";"";"DETTWILLER";"DETTWILLER";"67089";"";"A3470200";"ZORN 4";"FRCR177";"1032559";"6859287";"637,2";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SIVOM DE DETTWILLER ET ENVIRONS";"11/08/1997";
"025458400818";"01/01/1994";"01/01/1994";"";"VILLEY-SAINT-ETIENNE";"VILLEY-SAINT-ETIENNE";"54584";"";"A5750060";"MOSELLE 5";"FRCR212";"918868";"6851977";"73,8";"kg/j DBO5";"CNE DE VILLEY-SAINT-ETIENNE";"CNE DE VILLEY-SAINT-ETIENNE";"";
"025431802418";"01/12/2013";"01/12/2013";"";"LIVERDUN";"LIVERDUN";"54318";"";"A5850060";"MOSELLE 5";"FRCR212";"925533";"6854155";"526";"kg/j DBO5";"CNE DE LIVERDUN";"CNE DE LIVERDUN";"05/08/2014";
"025415901524";"15/01/2004";"15/01/2004";"";"DOMBASLE-SUR-MEURTHE";"DOMBASLE-SUR-MEURTHE";"54159";"";"A6870380";"SANON 2";"FRCR321";"946412";"6840507";"669,6";"kg/j DBO5";"SAUR";"CNE DE DOMBASLE-SUR-MEURTHE";"23/06/2003";
"025428901753";"01/07/2005";"01/07/2005";"";"LAITRE-SOUS-AMANCE";"LAITRE-SOUS-AMANCE";"54289";"";"A6950300";"AMEZULE";"FRCR331";"940431";"6853835";"193,5";"kg/j DBO5";"CC DU GRAND COURONNE";"CC DU GRAND COURONNE";"24/02/2004";
"025431702195";"08/10/2011";"08/10/2011";"";"LIRONVILLE";"LIRONVILLE";"54317";"";"A7120200";"ESCHE 2";"FRCR339";"913246";"6867374";"15";"kg/j DBO5";"CNE DE LIRONVILLE";"CNE DE LIRONVILLE";"";
"025736501956";"01/12/2010";"01/12/2010";"";"KIRSCHNAUMEN OBERNAUMEN";"KIRSCHNAUMEN";"57365";"";"A8870300";"RUISSEAU DE MONTENACH";"FRCR408";"952745";"7228170";"13";"kg/j DBO5";"CNE DE KIRSCHNAUMEN";"CNE DE KIRSCHNAUMEN";"";
"025705602456";"01/11/2014";"01/11/2014";"";"BEBING";"BEBING";"57056";"";"A9020910";"RUISSEAU DE GONDREXANGE";"FRCR421";"994321";"6852786";"15";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"27/08/2012";
"028804402189";"01/11/2011";"01/11/2011";"";"BAZOILLES-SUR-MEUSE";"BAZOILLES-SUR-MEUSE";"88044";"";"B0220000";"MEUSE 2";"FRB1R471";"897800";"6804067";"42";"kg/j DBO5";"SASS GONCOURT-HARREVILLE-BAZOILLES-MEUSE";"SASS GONCOURT-HARREVILLE-BAZOILLES-MEUSE";"24/09/2010";
"025549600108";"30/07/2009";"01/01/1983";"29/07/2009";"SORCY-SAINT-MARTIN";"SORCY-SAINT-MARTIN";"55496";"";"B2120000";"MEUSE 3";"FRB1R472";"893842";"6850008";"60";"kg/j DBO5";"CNE DE SORCY-SAINT-MARTIN";"CNE DE SORCY-SAINT-MARTIN";"";
"028802000469";"01/12/1972";"01/12/1972";"";"AUTREVILLE";"AUTREVILLE";"88020";"";"B2020200";"AROFFE 2";"FRB1R504";"910645";"6824673";"72";"kg/j DBO5";"CC DU PAYS DES COTES ET DE LA RUPPE";"CC DU PAYS DES COTES ET DE LA RUPPE";"";
"025418101399";"07/02/2003";"07/02/2003";"";"CRUSNES ERROUVILLE";"ERROUVILLE";"54181";"";"B4100200";"CRUSNES 1";"FRB1R701";"910858";"6927816";"164,7";"kg/j DBO5";"SIEA DE FONTOY - VALLEE DE LA FENSCH";"SIEA DE FONTOY - VALLEE DE LA FENSCH";"27/06/2001";
"020811600008";"01/05/1980";"01/05/1980";"";"ETANG DE BAIRON";"CHESNE (LE)";"8116";"";"B5140300";"BAR";"FRB1R574";"829951";"6937688";"51";"kg/j DBO5";"DEPARTEMENT DES ARDENNES ";"DEPARTEMENT DES ARDENNES ";"";
"020828200015";"01/01/1984";"01/01/1984";"";"MAUBERT-FONTAINE";"MAUBERT-FONTAINE";"8282";"";"";"SORMONNE 1";"FRB1R719";"803201";"6974727";"60";"kg/j DBO5";"CC ARDENNES THIERACHE";"CC ARDENNES THIERACHE";"22/03/2007";
"025449600087";"01/05/1990";"01/05/1990";"";"SAULXURES-LES-VANNES";"SAULXURES-LES-VANNES";"54496";"";"";"AROFFE 2";"FRB1R504";"907848";"6829070";"24";"kg/j DBO5";"CNE DE SAULXURES-LES-VANNES";"CNE DE SAULXURES-LES-VANNES";"";
"026739701487";"02/12/2003";"02/12/2003";"";"RHINAU";"RHINAU";"67397";"";"A0500000";"BRUNNWASSER";"FRCR34";"1048883";"6813185";"394,74";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"06/02/2002";
"026706100297";"01/01/1981";"01/01/1981";"";"BOUXWILLER";"BOUXWILLER";"67061";"";"A3120760";"WAPPACHGRABEN";"FRCR163";"1030260";"6868415";"288";"kg/j DBO5";"LYONNAISE DES EAUX";"CNE DE BOUXWILLER";"";
"026733100365";"01/01/1970";"01/01/1970";"17/09/2012";"NIEDERSCHAEFFOLSHEIM";"NIEDERSCHAEFFOLSHEIM";"67331";"";"A3320620";"KESSELGRABEN";"FRCR173";"1047900";"6862468";"48";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"028809800478";"01/01/1998";"01/01/1985";"";"CHAUMOUSEY BOUZEY";"CHAUMOUSEY";"88098";"";"A4600500";"AVIERE";"FRCR242";"948628";"6791452";"37,2";"kg/j DBO5";"CNE DE CHAUMOUSEY";"CNE DE CHAUMOUSEY";"";
"025448602129";"01/11/2010";"01/11/2010";"";"SAINT-REMIMONT";"SAINT-REMIMONT";"54486";"";"A5100880";"RUISSEAU DU MOULIN D'ORVILLERS";"FRCR252";"939894";"6827461";"30";"kg/j DBO5";"SASS FONTAINES DU MADON";"SASS FONTAINES DU MADON";"";
"025422200060";"01/01/1992";"01/01/1968";"";"GERBEVILLER";"GERBEVILLER";"54222";"";"A6740120";"MORTAGNE 3";"FRCR289";"959165";"6827726";"45";"kg/j DBO5";"CNE DE GERBEVILLER";"CNE DE GERBEVILLER";"01/12/2006";
"025404502040";"16/11/2009";"16/11/2009";"";"BARBONVILLE";"BARBONVILLE";"54045";"";"A6760870";"RUISSEAU DE DAMELEVIERES";"FRCR317";"947436";"6833827";"27";"kg/j DBO5";"CNE DE BARBONVILLE";"CNE DE BARBONVILLE";"";
"028832001701";"01/05/2006";"01/05/2006";"";"NAYEMONT "BASSES FOSSES"";"NAYEMONT-LES-FOSSES";"88320";"";"A6040960";"FAVE";"FRCR290";"995738";"6805877";"15,6";"kg/j DBO5";"CNE DE NAYEMONT-LES-FOSSES";"CNE DE NAYEMONT-LES-FOSSES";"11/09/2007";
"025759800251";"01/08/1983";"01/08/1983";"";"ROUHLING";"ROUHLING";"57598";"";"A9400940";"ALTWIESENBACH";"FRCR453";"992504";"6899947";"156";"kg/j DBO5";"CA SARREGUEMINES CONFLUENCES";"CA SARREGUEMINES CONFLUENCES";"12/10/1981";
"028808302255";"30/01/2012";"30/01/2012";"";"CERTILLEUX";"CERTILLEUX";"88083";"";"B1090310";"BANI";"FRB1R489";"901482";"6804910";"29";"kg/j DBO5";"CNE DE CERTILLEUX";"CNE DE CERTILLEUX";"12/10/2007";
"025411801834";"01/04/2007";"01/04/2007";"";"CHARENCY-VEZIN";"CHARENCY-VEZIN";"54118";"";"B4220100";"CHIERS 2";"FRB1R722";"881391";"6934496";"42,3";"kg/j DBO5";"SI EPURAT CHARENCY-VEZIN & EPIEZ/CHIERS";"SI EPURAT CHARENCY-VEZIN & EPIEZ/CHIERS";"15/12/2009";
"020832702123";"01/11/2010";"01/11/2010";"";"NOUVION-SUR-MEUSE";"NOUVION-SUR-MEUSE";"8327";"";"B5200000";"MEUSE 7";"FRB1R476";"830557";"6956957";"130";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CA CHARLEVILLE MEZIERES / SEDAN";"27/04/2010";
"026834901929";"29/09/2008";"29/09/2008";"";"VILLAGE-NEUF";"VILLAGE-NEUF";"68349";"";"A0210012";"RHIN 1";"FRCR1";"1042774";"6734104";"5600";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CC DES TROIS FRONTIERES";"16/05/2006";
"026807102305";"01/06/2012";"01/06/2012";"";"DIEFMATTEN";"DIEFMATTEN";"68071";"";"A1140540";"SOULTZBACH";"FRCR50";"1008875";"6741557";"22";"kg/j DBO5";"SIVOM DIEFMATTEN FALKWILLER GILDWILLER";"SIVOM DIEFMATTEN FALKWILLER GILDWILLER";"24/08/2009";
"026820000841";"01/01/1996";"01/01/1996";"";"MANSPACH";"MANSPACH";"68200";"";"A1120200";"LARGUE 2";"FRCR705";"1008076";"6732586";"36";"kg/j DBO5";"CNE DE MANSPACH";"CNE DE MANSPACH";"";
"026751100403";"01/01/1982";"01/01/1982";"01/09/2014";"WALBOURG";"WALBOURG";"67511";"RUISSEAU LE HALBMUHLBACH";"A3640302";"HALBMUHLBACH";"FRCR711";"1051176";"6876402";"189";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026718000323";"01/01/1961";"01/01/1961";"31/12/2003";"HAGUENAU";"HAGUENAU";"67180";"RIVIERE LA MODER";"A330010A";"";"";"1053985";"6866895";"2814";"kg/j DBO5";"CNE DE HAGUENAU";"CNE DE HAGUENAU";"";
"026704600295";"01/01/1971";"01/01/1971";"31/08/1999";"BISCHWILLER";"BISCHWILLER";"67046";"RIVIERE LA MODER";"A331010A";"MODER 4";"FRCR155";"1058291";"6862397";"612";"kg/j DBO5";"SIVOM DE BISCHWILLER ET ENVIRONS";"SIVOM DE BISCHWILLER ET ENVIRONS";"";
"028810601968";"09/11/2009";"09/11/2009";"";"BAN-SUR-MEURTHE-CLEFCY";"BAN-SUR-MEURTHE-CLEFCY";"88106";"";"A6000100";"MEURTHE 1";"FRCR277";"995034";"6794791";"518";"kg/j DBO5";"SAUR";"SIVU D ASSAINISSEMENT LA HAUTE MEURTHE";"26/02/2002";
"025760701099";"25/09/1998";"25/09/1998";"";"SAINTE-BARBE AVANCY";"SAINTE-BARBE";"57607";"";"A7910920";"BEVOTTE";"FRCR376";"940876";"6902850";"7,2";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"";
"025715600145";"01/01/1976";"01/01/1976";"";"COURCELLES-SUR-NIED";"COURCELLES-SUR-NIED";"57156";"";"A9740120";"NIED FRANCAISE 2";"FRCR417";"942071";"6890019";"153";"kg/j DBO5";"CNE DE COURCELLES-SUR-NIED";"CNE DE COURCELLES-SUR-NIED";"26/09/2007";
"026752800407";"01/01/1988";"01/01/1988";"";"WEYER";"WEYER";"67528";"";"A9050210";"ISCH";"FRCR420";"1002977";"6869050";"349,98";"kg/j DBO5";"SIVOM DE LA  VALLEE DE L'ISCH";"SIVOM DE LA  VALLEE DE L'ISCH";"";
"025733000188";"01/01/1993";"01/01/1993";"";"HOLVING";"HOLVING";"57330";"";"A9150210";"MODERBACH";"FRCR434";"989898";"6885588";"162";"kg/j DBO5";"SASS DE HOLVING-HILSPRICH-RICHELING";"SASS DE HOLVING-HILSPRICH-RICHELING";"09/05/1989";
"025443601810";"01/07/2007";"01/07/2007";"";"PREUTIN HIGNY";"PREUTIN HIGNY";"54436";"";"B4110380";"PIENNE";"FRB1R700";"902520";"6919678";"12";"kg/j DBO5";"CNE DE PREUTIN HIGNY";"CNE DE PREUTIN HIGNY";"14/03/2006";
"025240700033";"01/01/1989";"01/01/1989";"";"PREZ-SOUS-LAFAUCHE";"PREZ-SOUS-LAFAUCHE";"52407";"";"";"SAONNELLE 1";"FRB1R490";"885029";"6801743";"24";"kg/j DBO5";"CNE DE PREZ-SOUS-LAFAUCHE";"CNE DE PREZ-SOUS-LAFAUCHE";"";
"026807700840";"01/01/1996";"01/01/1996";"";"EGLINGEN ALLMENDGRABEN";"EGLINGEN";"68077";"";"A1150440";"LARGUE 2";"FRCR705";"1014383";"6737179";"8,1";"kg/j DBO5";"CNE DE EGLINGEN";"CNE DE EGLINGEN";"";
"026827302045";"15/04/2010";"15/04/2010";"";"RIESPACH";"RIESPACH";"68273";"";"A1030400";"ILL 2";"FRCR17";"1022493";"6725022";"60";"kg/j DBO5";"CNE DE RIESPACH";"CNE DE RIESPACH";"27/09/2009";
"026746201414";"01/02/2003";"01/02/2003";"";"SELESTAT";"SELESTAT";"67462";"RUISSEAU LE DAECHERTSGRABEN";"A2270920";"ILL 6";"FRCR21";"1033535";"6806367";"5658,96";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"S.D.E.A. ALSACE MOSELLE";"17/01/2001";
"026749501123";"10/10/1998";"10/10/1998";"";"TRUCHTERSHEIM";"TRUCHTERSHEIM";"67495";"";"A2920300";"SOUFFEL";"FRCR151";"1041308";"6848794";"367,5";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"01/04/1996";
"028832700497";"01/01/1996";"01/01/1968";"";"NOMEXY";"NOMEXY";"88327";"";"A4550060";"AVIERE";"FRCR242";"950725";"6806960";"418,5";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SYND INTERCO ASSAIN REGION NOMEXY ";"27/07/1995";
"028827701674";"01/12/1990";"01/12/1990";"";"LUVIGNY RAON";"LUVIGNY";"88277";"";"A6200200";"PLAINE 1";"FRCR296";"1000647";"6830194";"7";"kg/j DBO5";"CNE DE LUVIGNY";"CNE DE LUVIGNY";"";
"028841300502";"01/01/1994";"01/01/1994";"";"SAINT-DIE LA PECHERIE";"SAINT-DIE-DES-VOSGES";"88413";"";"A6070100";"MEURTHE 3";"FRCR279";"990223";"6808917";"1638,9";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"SAINT-DIE-DES-VOSGES";"01/01/1994";
"025745200219";"15/06/1996";"01/12/1974";"";"METZ";"MAXE (LA)";"57452";"";"A7900060";"MOSELLE 6";"FRCR213";"932886";"6898665";"20340";"kg/j DBO5";"HAGANIS";"HAGANIS";"03/04/1996";
"025762000268";"01/05/1976";"01/05/1976";"05/03/2007";"SAINTE-MARIE-AUX-CHENES";"SAINTE-MARIE-AUX-CHENES";"57620";"RIVIERE L'ORNE";"A823010C";"";"";"918142";"6903987";"354";"kg/j DBO5";"ORNE AVAL";"ORNE AVAL";"";
"025743201910";"23/12/2008";"23/12/2008";"";"MAIZERY";"MAIZERY";"57432";"";"A9740560";"NIED FRANCAISE 2";"FRCR417";"943973";"6894838";"15";"kg/j DBO5";"CNE DE MAIZERY";"CNE DE MAIZERY";"17/06/2008";
"025708500128";"01/12/1970";"01/12/1970";"10/09/2012";"BIONVILLE-SUR-NIED";"BIONVILLE-SUR-NIED";"57085";"";"A9860200";"NIED ALLEMANDE 2";"FRCR460";"953821";"6895014";"18";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"CC DU PAYS BOULAGEOIS";"";
"025764101768";"01/01/2007";"01/01/2007";"";"SCHWEYEN";"SCHWEYEN";"57641";"";"A9350220";"SCHWALBACH";"FRCR446";"1019315";"6904321";"26,7";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"09/06/2006";
"025431400068";"01/01/1965";"01/01/1965";"20/08/2008";"LEXY";"LEXY";"54314";"";"B4020100";"CHIERS 1";"FRB1R541";"897726";"6936125";"102";"kg/j DBO5";"CISE";"CNE DE LEXY";"";
"020818702196";"01/03/2011";"01/03/2011";"";"GERNELLE";"GERNELLE";"8187";"";"B5040300";"VRIGNE 1";"FRB1R572";"831701";"6965344";"24";"kg/j DBO5";"CA CHARLEVILLE MEZIERES / SEDAN";"CA CHARLEVILLE MEZIERES / SEDAN";"03/03/2011";
"020835700024";"01/01/1982";"01/01/1982";"15/09/2007";"REMILLY-ALLICOURT";"REMILLY-AILLICOURT";"8357";"RUISSEAU L'ENNEMANE";"B501032C";"ENNEMANE";"FRB1R570";"843869";"6952529";"150";"kg/j DBO5";"SIA DE LA VALLEE D'ENNEMANE";"SIA DE LA VALLEE D'ENNEMANE";"";
"020836700026";"05/11/2002";"01/08/1987";"";"ROCROI";"ROCROI";"8367";"";"B7030670";"RUISSEAU DES MOULINS";"FRB1R593";"810279";"6981755";"168";"kg/j DBO5";"TRADILOR";"CNE DE ROCROI";"27/07/2001";
"025752900942";"13/03/1998";"13/03/1998";"";"OTTANGE";"OTTANGE";"57529";"";"";"";"";"925710";"6940359";"";"kg/j DBO5";"CNE DE OTTANGE";"CNE DE OTTANGE";"";
"026739700379";"01/01/1974";"01/01/1974";"31/12/2003";"RHINAU";"RHINAU";"67397";"RUISSEAU LE BRUNNWASSER";"A051030D";"";"";"1048890";"6813167";"348";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DU RHIN";"";
"026823001236";"01/11/2000";"01/11/2000";"";"NAMBSHEIM";"NAMBSHEIM";"68230";"";"A0300012";"GRAND CANAL D'ALSACE - BIEF DE KEMBS A NEUF-BRISACH";"FRCR5";"1042167";"6770187";"513";"kg/j DBO5";"CC DU PAYS DE BRISACH";"CC DU PAYS DE BRISACH";"09/02/2004";
"026813400435";"01/03/1990";"01/03/1990";"";"HERRLISHEIM-PRES-COLMAR";"HERRLISHEIM-PRES-COLMAR";"68134";"";"A1560200";"LAUCH 3";"FRCR78";"1023266";"6777873";"147";"kg/j DBO5";"COLMARIENNE DES EAUX SEML";"COLMAR AGGLOMERATION ";"15/05/1990";
"026818401944";"08/08/2009";"08/08/2009";"";"LIEBSDORF";"LIEBSDORF";"68184";"";"A1100710";"LARGUE 1";"FRCR704";"1018423";"6717517";"30";"kg/j DBO5";"CNE DE LIEBSDORF";"CNE DE LIEBSDORF";"08/09/2005";
"026829800458";"30/11/2007";"01/11/1982";"";"SAINTE-MARIE-AUX-MINES";"SAINTE-MARIE-AUX-MINES";"68298";"";"A2330210";"LIEPVRETTE 2";"FRCR116";"1012087";"6803302";"1835";"kg/j DBO5";"CNE DE SAINTE-MARIE-AUX-MINES";"CNE DE SAINTE-MARIE-AUX-MINES";"10/11/2004";
"026737800375";"01/01/1980";"01/01/1980";"";"PLOBSHEIM";"PLOBSHEIM";"67378";"";"A2870352";"RHIN TORTU";"FRCR150";"1050208";"6829830";"198";"kg/j DBO5";"SOC ALSACIENNE SERVICES ENVIRONNEMENT ";"EUROMETROPOLE DE STRASBOURG ";"";
"026717301445";"30/07/2002";"30/07/2002";"";"GRIESHEIM-SUR-SOUFFEL";"GRIESHEIM-SUR-SOUFFEL";"67173";"";"A2910200";"SOUFFEL";"FRCR151";"1044905";"6847270";"861";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"01/03/2000";
"026731500357";"01/11/1988";"01/11/1988";"";"NEEWILLER-PRES-LAUTERBOURG";"NEEWILLER-PRES-LAUTERBOURG";"67315";"";"A3750300";"RHIN 4";"FRCR4";"1075921";"6884283";"36";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"23/10/2006";
"026733902359";"05/03/2014";"05/03/2014";"";"BETSCHDORF";"BETSCHDORF";"67339";"";"A3630440";"SAUER 2";"FRCR712";"1059682";"6876852";"430";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"04/12/2007";
"026706701486";"01/01/2004";"01/01/2004";"";"BRUMATH";"BRUMATH";"67067";"";"A3480200";"ZORN 6";"FRCR179";"1047215";"6857244";"1419,66";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SIVU DE LA REGION DE BRUMATH";"14/06/2001";
"026715600317";"01/01/1978";"01/01/1978";"15/10/2014";"GEUDERTHEIM";"GEUDERTHEIM";"67156";"";"A3490200";"ZORN 6";"FRCR179";"1050097";"6856785";"147";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"CC DE LA BASSE ZORN";"";
"028842900505";"01/04/1976";"01/04/1976";"";"SAINT-NABORD";"SAINT-NABORD";"88429";"";"A4200060";"MOSELLE 2";"FRCR209";"967478";"6778726";"138";"kg/j DBO5";"CNE DE SAINT-NABORD";"CNE DE SAINT-NABORD";"31/12/2006";
"025452800092";"01/01/1992";"01/01/1992";"";"TOUL";"TOUL";"54528";"";"A5730060";"MOSELLE 5";"FRCR212";"914041";"6846874";"1522,5";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CC DU TOULOIS";"28/08/1998";
"025714000140";"01/01/2013";"01/12/1990";"";"CHESNY";"CHESNY";"57140";"";"A7870790";"ST-PIERRE";"FRCR369";"937420";"6889179";"55";"kg/j DBO5";"HAGANIS";"HAGANIS";"22/11/2012";
"025402201796";"08/02/2007";"08/02/2007";"";"ARNAVILLE";"ARNAVILLE";"54022";"";"A7350200";"RUPT DE MAD 3";"FRCR345";"922332";"6882778";"64,8";"kg/j DBO5";"CNE DE ARNAVILLE";"CNE DE ARNAVILLE";"13/04/2004";
"025758201247";"20/09/1999";"20/09/1999";"";"VALLEE DE L'ORNE";"RICHEMONT";"57582";"";"A8440100";"ORNE 2";"FRCR381";"930326";"6912701";"3807";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SIA DE LA VALLEE DE L'ORNE";"21/01/1998";
"025736501955";"15/09/2011";"15/09/2011";"";"KIRSCHNAUMEN EVENDORFF";"KIRSCHNAUMEN";"57365";"";"A8870300";"RUISSEAU DE MONTENACH";"FRCR408";"947848";"6928632";"23";"kg/j DBO5";"CNE DE KIRSCHNAUMEN";"CNE DE KIRSCHNAUMEN";"";
"025715400143";"01/01/1970";"01/01/1970";"20/08/2012";"COUME";"COUME";"57154";"";"A9900660";"ELLBACH";"FRCR462";"959671";"6905500";"27";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"CC DU PAYS BOULAGEOIS";"";
"025707501757";"01/02/2007";"01/02/2007";"";"BEUX";"BEUX";"57075";"";"A9730880";"NIED FRANCAISE 2";"FRCR417";"943136";"6883518";"13,2";"kg/j DBO5";"CNE DE BEUX";"CNE DE BEUX";"10/02/2004";
"025755000240";"01/01/1990";"01/12/1968";"30/03/2007";"PORCELETTE";"PORCELETTE";"57550";"RUISSEAU DE DIESEN";"A960082A";"BISTEN";"FRCR458";"967146";"6902149";"69";"kg/j DBO5";"SIA SUD DE LA BISTEN";"SIA SUD DE LA BISTEN";"";
"025776500151";"15/05/1971";"15/05/1971";"30/07/2008";"DIESEN";"DIESEN";"57765";"RIVIERE LA BISTEN";"A960020A";"BISTEN";"FRCR458";"968209";"6904010";"69";"kg/j DBO5";"SIA SUD DE LA BISTEN";"SIA SUD DE LA BISTEN";"";
"025719601953";"08/03/2010";"08/03/2010";"";"ERCHING";"ERCHING";"57196";"";"A9360300";"BICKENALBE";"FRCR452";"1012461";"6898080";"206";"kg/j DBO5";"SEA DE LA BICKENALBE";"SEA DE LA BICKENALBE";"07/04/2008";
"025758900249";"01/01/2007";"04/06/1982";"";"ROHRBACH-LES-BITCHE";"ROHRBACH-LES-BITCHE";"57589";"";"A9240530";"BUTTENBACH";"FRCR439";"1012069";"6889937";"210";"kg/j DBO5";"CC DE ROHRBACH LES BITCHE";"CC DE ROHRBACH LES BITCHE";"";
