Numouvep,Nomouvep,Numineco,Coola2ex,Coola2ey,Coola2ez,Codhyd,Libcodhyd,Numnat,Codeurme,Nommasea,Datmises,Datfer,Datautre,Datcnfac,Nomcom,Coddep,Libdep,Codmilsu,Libmilsu,Valcapst,Valcapconstructeur,Unicapst,Codpar,Maitre Ouvrage,Exploitant,Coola2ex Rjet,Coola2ey Rjet,Type Ouvrage,Cap Traitmt Reglmt,Debit Reference,Debit Moy Jour,Debit Horair Pointe,Code Hydro
1927,MAXSTADT ,57453,977391,6890024,,A9800400,RUISSEAU LE LANGENBACH,25745301927,FRCR459,NIED ALLEMANDE 1,10/1/09,,7/31/09,,MAXSTADT,57,MOSELLE,A9800400,Ruisseau le Langenbach,81,43,kg/j DBO5,86,,,977547,6890439,Lagunage Naturel,720,562,364,46,
2147,HULTEHOUSE ,57339,1013366,6855243,,,,25733902147,FRCR175,ZORN 2,10/30/11,,4/27/11,,HULTEHOUSE,57,MOSELLE,,,,,kg/j DBO5,86,ENTREPRISE CHIAROTTO,ENTREPRISE CHIAROTTO,1013557,6855253,Filtres plantés de Roseaux,430,387,,,
2032,HADOL ,88225,959094,6782396,,A4400710,RUISSEAU DES NAUVES,28822502032,FRCR234,RUISSEAU DES NAUVES,11/30/08,,3/14/07,,HADOL,88,VOSGES,A4400710,Ruisseau des Nauves,54,45,kg/j DBO5,86,,,959112,6782344,Bassin d'Infiltration,750,,202,17,
229,NOISSEVILLE ,57510,938478,6897802,,A7890560,RUISSEAU DE QUARANTE,25751000229,FRCR371,RUISSEAU DE VALLIERES,9/14/73,12/31/08,,,NOISSEVILLE,57,MOSELLE,A7890560,Ruisseau de Quarante,69,,kg/j DBO5,86,YILDIZ GOKHAN,YILDIZ GOKHAN,938439,6897811,Boues Activées,,,96,12,
1342,MORHANGE ,57483,966715,6874750,,A7600200,LA PETITE SEILLE,25748301342,FRCR333,SEILLE 2,9/30/01,,6/23/09,,MORHANGE,57,MOSELLE,A76-0200,La Petite Seille,378,545.4,kg/j DBO5,86,,,967003,6874643,Boues Activées - traitement Azote - traitement Phosphore,6300,1440,1926,241,
415,AUBURE ,68014,1013519,6797739,,A2150300,RUISSEAU LE STRENGBACH,26801400415,FRCR104,STRENGBACH,1/1/77,,,,AUBURE,68,HAUT-RHIN,A2150300,Ruisseau le Strengbach,69,,kg/j DBO5,86,COLLEGE GUYNEMER,COLLEGE GUYNEMER,,,Boues Activées,,,160,20,A2150300
228,NEUFGRANGE ,57499,997114,6894919,,A9310440,RUISSEAU LE STEINBACH,25749900228,FRCR450,STEINBACH (AFFL. SARRE),1/1/85,,3/24/86,,NEUFGRANGE,57,MOSELLE,A9310440,Ruisseau le Steinbach,126,126,kg/j DBO5,86,,,997196,6895045,Boues Activées,2100,0,480,60,
2526,LANEUVEVILLE-AUX-BOIS ,54297,968948,6840225,,A6550300,RUISSEAU DES AMIS,25429702526,FRCR307,RUISSEAU DES AMIS,7/1/15,,6/25/13,,LANEUVEVILLE-AUX-BOIS,54,MEURTHE-ET-MOSELLE,A6550300,Ruisseau des Amis,31,21,kg/j DBO5,86,,,968916,6840337,Filtres plantés de Roseaux,390,171,100,8.5,
3521,TORCHEVILLE ,57675,982628,6874256,,,La Rose,25767503521,,,6/30/20,,,,TORCHEVILLE,57,MOSELLE,,,,,kg/j DBO5,86,HAIR MODERNE,,982077,6874572,Filtres plantés de Roseaux,,,33.8,3.4,
2115,RAVILLE ,57563,954323,6894212,,A9860200,RIVIERE LA NIED ALLEMANDE,25756302115,FRCR460,NIED ALLEMANDE 2,9/1/11,,2/12/10,,RAVILLE,57,MOSELLE,A98-0200,La Nied Allemande,25,25,kg/j DBO5,86,,,954471,6892455,Filtres plantés de Roseaux,525,168,82,,
398,STEINBOURG ,67478,1024360,6861014,,A342020A,RIVIERE LA ZORN,26747800398,FRCR176,ZORN 3,1/1/76,2/5/07,,,STEINBOURG,67,BAS-RHIN,A34-0200,La Zorn,186,,kg/j DBO5,86,EARL DE LA THUMENAU,,,,Boues Activées,,,576,72,A3420200
3509,BELLEAU ,54059,932751,6863839,,A7020300,RUISSEAU LA NATAGNE,25405903509,FRCR337,NATAGNE,5/1/20,,,,BELLEAU,54,MEURTHE-ET-MOSELLE,A7020300,Ruisseau la Natagne,40,40,kg/j DBO5,86,,,932788,6863957,Filtres plantés de Roseaux,,,131,15,
3581,MANONCOURT-SUR-SEILLE ,54059,934042,6868900,,A7830430,RUISSEAU DE L'ETANG DE MANONCOURT-SUR-SEILLE,25405903581,FRCR364,RUISSEAU DE GREVE,1/1/22,,,,BELLEAU,54,MEURTHE-ET-MOSELLE,A7830430,Ruisseau de l'Etang de Manoncourt-sur-Seille,,10,kg/j DBO5,86,,,934062,6868845,Filtres plantés de Roseaux,,,38,11,
762,SCHIRMECK ,67448,1013083,6829231,,A2730110,RIVIERE LA BRUCHE,26744800762,FRCR90,BRUCHE 3,1/1/93,,3/11/94,,SCHIRMECK,67,BAS-RHIN,A2--0110,La Bruche,783.96,660,kg/j DBO5,86,EARL MEYER DOMINIQUE,,1013015,6829359,Boues Activées - traitement Azote - traitement Phosphore,11000,,3936,492,
117,ARRY ,57030,922975,6881607,,A7220060,LA MOSELLE,25703000117,FRCR213,MOSELLE 6,1/1/75,,,,ARRY-LA-LOBE,57,MOSELLE,A---0060,La Moselle,42,42,kg/j DBO5,86,COMMUNE DE LESSEUX,,922937,6881624,Boues Activées,,,72,9,
157,FAILLY ,57204,937467,6900094,,A7900780,RUISSEAU DE MALROY,25720400157,FRCR375,RUISSEAU DE MALROY,8/1/74,,10/2/74,,FAILLY,57,MOSELLE,A7900780,Ruisseau de Malroy,39,39,kg/j DBO5,86,,,937467,6900080,Boues Activées,700,,120,15,
2318,ASSENONCOURT ,57035,979457,6859205,,A7500500,RUISSEAU DE ZEBOURG,25703502318,FRCR332,SEILLE 1,12/1/13,,,,ASSENONCOURT,57,MOSELLE,A7500500,Ruisseau de Zebourg,9,8,kg/j DBO5,86,,,979469,6858944,Filtres plantés de Roseaux,,,31,2.6,
2259,VILLACOURT ,54567,948138,6823200,,A5020300,RUISSEAU LE LORO,25456702259,FRCR250,EURON,11/27/12,,12/17/10,,VILLACOURT,54,MEURTHE-ET-MOSELLE,A5020300,Ruisseau le Loro,33,33,kg/j DBO5,86,COMMUNE DE SAINT-PRIVAT-LA-MONTAGNE,COMMUNE DE SAINT-PRIVAT-LA-MONTAGNE,948104,6823201,Filtres plantés de Roseaux,520,260,135,11.2,
2191,GLONVILLE ,54229,972700,6826118,,A6310820,RUISSEAU LE MAZUROT,25422902191,FRCR301,MAZUROT,3/21/12,,8/26/10,,GLONVILLE,54,MEURTHE-ET-MOSELLE,A6310820,Ruisseau le Mazurot,32,23,kg/j DBO5,86,,,972791,6826262,Filtres plantés de Roseaux,390,121,180,22.5,
2323,VANNECOURT ,57692,960045,6869944,,A7630340,RUISSEAU DE VANNECOURT,25769202323,FRCR333,SEILLE 2,7/15/14,,3/15/12,,VANNECOURT,57,MOSELLE,A7630340,Ruisseau de Vannecourt,5,5,kg/j DBO5,86,EARL TEMPE KRATZERT,EARL TEMPE KRATZERT,959990,6869903,Filtres plantés de Roseaux,80,52,18,1.5,
2623,BURTHECOURT-AUX-CHÊNES ,54108,939704,6836844,,A6920710,RUISSEAU LE FRAHAUT,25410802623,FRCR328,RUISSEAU DE L'ETANG,12/15/17,,2/9/16,,BURTHECOURT-AUX-CHENES,54,MEURTHE-ET-MOSELLE,A6920710,Ruisseau le Frahaut,10,6,kg/j DBO5,86,,,939674,6836873,Filtres plantés de Roseaux,110,46,19.8,0.8,
484,DOMMARTIN-LES-REMIREMONT ,88148,969500,6773995,,A408006A,LA MOSELLE,28814800484,,,6/1/84,6/25/08,,,DOMMARTIN-LES-REMIREMONT,88,VOSGES,A---0060,La Moselle,258,,kg/j DBO5,86,PIERSON THOMAS JACKY JEAN CLAUDE,PIERSON THOMAS JACKY JEAN CLAUDE,,,Boues Activées,,,640,80,A4080060
172,GREMECEY ,57257,950342,6860817,,A7730310,RUISSEAU DE BLANCHE FONTAINE,25725700172,FRCR359,RUISSEAU DE BLANCHE FONTAINE,7/1/92,,,,GREMECEY,57,MOSELLE,A7730310,Ruisseau de Blanche Fontaine,12.6,12.6,kg/j DBO5,86,SYND FLUVIAL DE LA FECHT,SYND FLUVIAL DE LA FECHT,950338,6860756,Lagunage Naturel,,,32,4,
1595,MOUZON ,8311,849464,6947888,,B3210000,RIVIERE LA MEUSE,20831101595,FRB1R475,MEUSE 6,9/13/04,,1/1/04,1/1/12,MOUZON,8,ARDENNES,B---0000,La Meuse,283,270,kg/j DBO5,86,,,849469,6947853,Boues Activées - traitement Azote,4500,1200,1338,90,
1242,DETTWILLER ,67089,1032559,6859287,,A3470200,RIVIERE LA ZORN,26708901242,FRCR177,ZORN 4,9/1/99,,8/11/97,,DETTWILLER,67,BAS-RHIN,A34-0200,La Zorn,637.2,540,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1032895,6858748,Boues Activées - traitement Azote - traitement Phosphore,9000,2700,2900,362,
217,MECHY ,57626,937842,6903760,,A7900870,RUISSEAU D'ARGANCY,25762600217,FRCR376,BEVOTTE,3/1/82,,,,SANRY-LES-VIGY,57,MOSELLE,A7900870,Ruisseau d'Argancy,18,18,kg/j DBO5,86,,,937819,6903668,Boues Activées,,,62,8,
2050,GUINZELING ,57278,981270,6871306,,A9170530,RUISSEAU DES ROSES,25727802050,FRCR435,RODE,10/30/10,,,,GUINZELING,57,MOSELLE,A9170530,Ruisseau des Roses,11,6,kg/j DBO5,86,SIAEP DU NORD-OUEST DE COLMAR,SIAEP DU NORD-OUEST DE COLMAR,981190,6871465,Lagunage Naturel,,,30,5,
1928,CERNAY ,68063,1013853,6753456,,A1450200,RIVIERE LA THUR,26806301928,FRCR69,THUR 4,11/14/08,,7/28/06,,CERNAY,68,HAUT-RHIN,A14-0200,La Thur,2754,3805,kg/j DBO5,86,,,1014271,6753502,Boues Activées - traitement Azote - traitement Phosphore,52500,25300,6720,840,
2612,LE MARKSTEIN ,68089,1001230,6766707,,,,26808902612,,,11/1/16,,,,FELLERING,68,HAUT-RHIN,,,,22,kg/j DBO5,86,ASSOC GESTION ETS PAPILLONS BLANCS,ASSOC GESTION ETS PAPILLONS BLANCS,1001150,6766740,Physico-chimique,,,108,11.1,
1216,WITTELSHEIM ,68375,1019649,6755193,,A1460200,LA THUR,26837501216,FRCR64,DOLLERBAECHLEIN,1/1/75,,4/4/96,11/1/97,WITTELSHEIM,68,HAUT-RHIN,A14-0200,La Thur,1155.6,1260,kg/j DBO5,86,LA POUPONNIERE,,1019323,6756272,Boues Activées - traitement Azote - traitement Phosphore,21000,8400,8025,1003,
2152,FALKWILLER ,68086,1010535,6738280,,A1140540,RUISSEAU SOULTZBACH,26808602152,FRCR50,SOULTZBACH,6/1/10,,8/24/09,,FALKWILLER,68,HAUT-RHIN,A1140540,Ruisseau Soultzbach,98,87,kg/j DBO5,86,,,1010645,6738319,Filtres plantés de Roseaux,1450,1080,325,27,
747,GOMMERSDORF ,68107,1009683,6735189,,A1120022,CANAL DU RHONE AU RHIN (CANAL DU),26810700747,FRCR6,CANAL DU RHONE AU RHIN 1,3/1/93,,,,GOMMERSDORF,68,HAUT-RHIN,A---0022,Canal du Rhone au Rhin desaffecte,24,,kg/j DBO5,86,,,1009681,6735292,Filtres plantés de Roseaux,,,60,11,
2060,MONTREUX-VIEUX ,68215,1001845,6731495,,,la Reppe,26821502060,,,12/1/08,,7/16/07,,MONTREUX-VIEUX,68,HAUT-RHIN,,,40,54,kg/j DBO5,86,,,1001822,6731482,Disques Biologiques,900,540,250,10.4,
2576,MOOSLARGUE ,68216,1016848,6721747,,A1100200,RIVIERE LA LARGUE,26821602576,FRCR704,LARGUE 1,3/1/16,,10/8/14,,MOOSLARGUE,68,HAUT-RHIN,A11-0200,La Largue,43,34,kg/j DBO5,86,,,1016883,6721806,Filtres plantés de Roseaux,567,268,134,5.6,
2568,PFETTERHOUSE ,68257,1013847,6720791,,A1100660,RUISSEAU LE DORFBACH,26825702568,FRCR704,LARGUE 1,11/3/14,,9/25/12,,PFETTERHOUSE,68,HAUT-RHIN,A1100660,Ruisseau le Dorfbach,60,60,kg/j DBO5,86,,,1013910,6720829,Filtres plantés de Roseaux,1000,720,432,30,
1987,ROMAGNY ,68282,1005487,6731431,,,fossé de la Gasse,26828201987,FRDR11199,RIVIERE LA LUTTER,6/15/10,,7/3/09,,ROMAGNY,68,HAUT-RHIN,,,13,15,kg/j DBO5,86,,,1005382,6732031,Lagunage Naturel,250,240,45,6,
296,BLAESHEIM ,67049,1040816,6832492,,A2630200,RUISSEAU L'EHN,26704900296,FRCR133,EHN 3,1/1/79,9/1/12,,,BLAESHEIM,67,BAS-RHIN,A26-0200,L'Ehn,525,525,kg/j DBO5,86,EARL DES BARRYS,,1040802,6832504,Boues Activées - traitement Azote,,,1498,187,
328,HERBSHEIM ,67192,1042217,6816541,,A2370470,RUISSEAU HANFGRABEN,26719200328,FRCR21,ILL 6,10/1/90,,,,HERBSHEIM,67,BAS-RHIN,A2370470,Ruisseau Hanfgraben,699.96,960,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1041224,6817665,Boues Activées - traitement Azote - traitement Phosphore,,,4992,624,A2370470
338,KILSTETT ,67237,1058123,6852650,,A3520690,RUISSEAU LE MUHLRHEIN,26723700338,FRCR197,LANDGRABEN,1/1/80,12/10/02,,,KILSTETT,67,BAS-RHIN,A3520690,Ruisseau le Muhlrhein,126,126,kg/j DBO5,86,SCEA HAMM,SCEA HAMM,,,Boues Activées,,,442,55,A3520690
367,OBERBRONN ,67310,1037799,6880317,,A3250390,RUISSEAU LA LAUTERBACH,26731000367,FRCR166,ZINSEL DU NORD 3,1/1/76,,,,MUSSIG,67,BAS-RHIN,A3250390,Ruisseau la Lauterbach,147,,kg/j DBO5,86,EARL DU VOGIEN,EARL DU VOGIEN,1037781,6880293,Boues Activées,,,528,66,
1414,SELESTAT ,67462,1033535,6806367,,A2270920,RUISSEAU LE DAECHERTSGRABEN,26746201414,FRCR21,ILL 6,2/1/03,,1/17/01,,SELESTAT,67,BAS-RHIN,A2270920,Ruisseau le Daechertsgraben,5658.96,6120,kg/j DBO5,86,LINSIG CAROLE,EARL MICHEL HEYBERGER,1033546,6806386,Boues Activées - traitement Azote - traitement Phosphore,102000,22260,15300,1620,A2270920
392,SELTZ ,67463,1075639,6877119,,A3550000,LE RHIN,26746300392,FRCR4,RHIN 4,10/8/95,,11/10/94,,SELTZ,67,BAS-RHIN,A---0000,Le Rhin,1126.98,1126.98,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,,,Boues Activées - traitement Azote - traitement Phosphore,16000,5760,4800,600,
423,CHALAMPE ,68064,1039742,6756926,,A030001G,GRAND CANAL D'ALSACE GRAND CANAL D'ALSACE,26806400423,,,1/1/64,1/30/07,,,CHALAMPE,68,HAUT-RHIN,A---0012,Canal d'Alsace (Grand),90,,kg/j DBO5,86,COLLEGE PIERRE BROSSOLETTE,COLLEGE PIERRE BROSSOLETTE,,,Lit Bactérien,,,225,28,A0300012
431,GUEWENHEIM ,68115,1007239,6747083,,A1230200,RIVIERE LA DOLLER,26811500431,FRCR706,DOLLER 3,1/1/81,,11/28/05,6/1/07,GUEWENHEIM,68,HAUT-RHIN,A12-0200,La Doller,390,378,kg/j DBO5,86,CTRE COM ACTION SOCIALE HABSHEIM,CTRE COM ACTION SOCIALE HABSHEIM,1007317,6747087,Boues Activées - traitement Azote - traitement Phosphore,6300,1845,1136,142,
1236,NAMBSHEIM ,68230,1042167,6770187,,A0300012,GRAND CANAL D'ALSACE GRAND CANAL D'ALSACE,26823001236,FRCR5,GRAND CANAL D'ALSACE - BIEF DE KEMBS A NEUF-BRISACH,11/1/00,,2/9/04,,NAMBSHEIM,68,HAUT-RHIN,A---0012,Canal d'Alsace (Grand),513,439.5,kg/j DBO5,86,,ELEC SYS,1042215,6770187,Boues Activées - traitement Azote,7325,2300,2150,269,
1901,LEXY ,54314,898035,6935942,,B4020100,RIVIERE LA CHIERS,25431401901,FRB1R541,CHIERS 1,8/20/08,,8/26/08,,LEXY,54,MEURTHE-ET-MOSELLE,B4--0100,La Chiers,,,kg/j DBO5,86,ALSACE RESINE ETANCHEITE,,898054,6935922,Boues Activées - traitement Azote - traitement Phosphore,4000,2080,,,
2370,LUBEY ,54326,908343,6908844,,A8220300,RUISSEAU LE RAWE,25432602370,FRCR391,RAWE,4/1/13,,5/30/11,,LUBEY,54,MEURTHE-ET-MOSELLE,A8220300,Ruisseau le Rawe,25,20,kg/j DBO5,86,,,908457,6908810,Filtres plantés de Roseaux,340,260,82,3.4,
2203,MARS-LA-TOUR ,54353,910178,6893227,,A8200320,RUISSEAU DE LA PASSEE,25435302203,FRCR387,RUISSEAU DU FOND DE LA CUVE 1,4/1/12,,4/7/11,,MARS-LA-TOUR,54,MEURTHE-ET-MOSELLE,A8200320,Ruisseau de la Passee,65,58,kg/j DBO5,86,COMMUNE DE BEUVEZIN,COMMUNE DE BEUVEZIN,910266,6893248,Filtres plantés de Roseaux,1150,605,216,9,
2067,NORROY-LE-SEC_LOTISSEMENT ,54402,904388,6911837,,,fossé,25440202067,FRCR391,RAWE,1/1/06,,,,NORROY-LE-SEC,54,MEURTHE-ET-MOSELLE,,,9,9,kg/j DBO5,86,COMMUNE DE CARLING,COMMUNE DE CARLING,904383,6911816,Autres,,,23,,
1905,SAINT-AIL HABONVILLE ,54469,918474,6900617,,A8230330,Ruisseau de l'anneau,25446901905,FRCR392,RUISSEAU DE STE-MARIE,7/1/08,,2/5/07,,SAINT-AIL,54,MEURTHE-ET-MOSELLE,A8230330,Ruisseau de Ste-Marie,4.8,4.2,kg/j DBO5,86,COMMUNE DE HETTANGE-GRANDE,COMMUNE DE HETTANGE-GRANDE,918405,6900634,Bassin d'Infiltration,70,30,12,1.5,
89,SERROUVILLE ,54504,909489,6926269,,B4100200,RIVIERE LA CRUSNES,25450400089,FRB1R701,CRUSNES 1,1/1/71,5/31/13,,,SERROUVILLE,54,MEURTHE-ET-MOSELLE,B41-0200,La Crusnes,45,45,kg/j DBO5,86,COMMUNE DE LOUTZVILLER,COMMUNE DE LOUTZVILLER,,,Boues Activées,,,120,15,
91,TIERCELET ,54525,908477,6932836,,,,25452500091,FRB1R544,MOULAINE 1,1/1/75,,12/22/06,,TIERCELET,54,MEURTHE-ET-MOSELLE,,,45,,kg/j DBO5,86,ALSACE RESINE ETANCHEITE,LAMI DOMISI LADORE,,,Boues Activées,750,125,96,12,
2341,XIVRY-CIRCOURT ,54598,900777,6921371,,B4110300,RUISSEAU LA PIENNE,25459802341,FRB1R700,PIENNE,9/1/12,,8/23/11,,XIVRY-CIRCOURT,54,MEURTHE-ET-MOSELLE,B4110300,Ruisseau la Pienne,22,16,kg/j DBO5,86,COMMUNE DE WALTEMBOURG,COMMUNE DE WALTEMBOURG,900746,6921471,Filtres plantés de Roseaux,320,,72,6,
3421,SENON - AMEL-SUR-ETANG ,55008,892693,6910014,,,,25500803421,,,3/1/18,,2/25/14,,AMEL-SUR-L'ETANG,55,MEUSE,,,26,25,kg/j DBO5,86,,,,,Filtres plantés de Roseaux,429,93,93,3.9,
2174,FRESNES-EN-WOEVRE ,55198,892482,6891230,,A8130210,LE LONGEAU,25519802174,FRCR383,LONGEAU (AFFL. YRON),4/1/13,,6/28/11,,FRESNES-EN-WOEVRE,55,MEUSE,A81-0210,Le Longeau,66,66,kg/j DBO5,86,COMMUNE D'OERMINGEN,COMMUNE D'OERMINGEN,892410,6891203,Filtres plantés de Roseaux,1100,528,220,18.3,
3491,PILLON  ,55405,887164,6922338,,B4320920,RUISSEAU DE PILLON,25540503491,FRB1R550,OTHAIN 1,9/10/20,,10/16/17,,PILLON,55,MEUSE,B4320920,Ruisseau de Pillon,,16,kg/j DBO5,86,,,,,Filtres plantés de Roseaux,280,62,38.8,5.7,
1659,ROUVRES-EN-WOEVRE ,55443,896149,6906180,,A8040310,RUISSEAU DU MOULIN DE DARMONT,25544301659,FRCR380,ORNE 1,7/30/05,,9/27/05,,ROUVRES-EN-WOEVRE,55,MEUSE,A8040310,Ruisseau du Moulin de Darmont,30,24,kg/j DBO5,86,COMMUNE DE KIENTZHEIM,COMMUNE DE KIENTZHEIM,896174,6906210,Boues Activées,400,240,120,10,
2443,VIEVILLE-SOUS-LES-COTES ,55551,897319,6881554,,A8110300,RUISSEAU DES PARROIS,25555102443,FRCR382,YRON,12/1/13,,7/25/12,,VIGNEULLES-LES-HATTONCHATEL,55,MEUSE,A8110300,Ruisseau des Parrois,15,12,kg/j DBO5,86,COMMUNE DE BRANTIGNY,COMMUNE DE BRANTIGNY,897344,6881577,Filtres plantés de Roseaux,203,110,48,4,
349,MERTZWILLER ,67291,1043388,6872640,,A3260200,RIVIERE LA ZINSEL DU NORD,26729100349,FRCR166,ZINSEL DU NORD 3,4/1/75,6/17/13,,,MERTZWILLER,67,BAS-RHIN,A32-0200,La Zinsel du Nord,408,408,kg/j DBO5,86,EARL JAEGY,,1043319,6872663,Boues Activées,,,1424,178,
408,WEYERSHEIM ,67529,1055199,6856350,,A3490200,RIVIERE LA ZORN,26752900408,FRCR173,KESSELGRABEN,10/1/88,9/2/14,,,WEYERSHEIM,67,BAS-RHIN,A34-0200,La Zorn,612,600,kg/j DBO5,86,SCEA FERME AUX LACS,,1055163,6856201,Boues Activées - traitement Azote - traitement Phosphore,,,2400,300,
2439,AULNOIS ,88017,906445,6799415,,B1090310,RUISSEAU LE BANI,28801702439,FRB1R489,BANI,9/1/13,,,,AULNOIS,88,VOSGES,B1090310,Ruisseau le Bani,11,10,kg/j DBO5,86,SOCIETE DE MUSIQUE HARMONIE,SOCIETE DE MUSIQUE HARMONIE,906402,6799378,Filtres plantés de Roseaux,,,38,3.2,
3523,LERRAIN ,88267,933901,6787734,,A5210100,LE MADON,28826703523,FRCR247,MADON 2,1/1/19,,9/4/17,,LERRAIN,88,VOSGES,A5--0100,Le Madon,27,27,kg/j DBO5,86,TRAU MARC,TRAU MARC,933765,6787575,Filtres plantés de Roseaux,460,425,92,9.6,
2511,MADEGNEY ,88280,944095,6804076,,A5300350,RU DES NOVES,28828002511,FRCR262,COLON,10/1/15,,,,MADEGNEY,88,VOSGES,A5300350,Ru des Noves,,9,kg/j DBO5,86,TECHNI FEU SPRINKLEUR,TECHNI FEU SPRINKLEUR,944165,6804015,Filtres plantés de Roseaux,,,23.7,,
1875,PUZIEUX ,88364,929749,6808128,,A5280340,RUISSEAU DES PIERRES,28836401875,FRCR260,RUISSEAU DES PIERRES,2/1/08,,5/1/08,,PUZIEUX,88,VOSGES,A5280340,Ruisseau des Pierres,13.5,11.4,kg/j DBO5,86,,,929848,6808148,Filtres plantés de Roseaux,430,,41,3.8,
2510,THEY-SOUS-MONTFORT ,88466,919576,6796626,,B1210650,RUISSEAU DE THEY,28846602510,FRB1R492,VAIR 1,12/15/14,,1/1/14,,THEY-SOUS-MONTFORT,88,VOSGES,B1210650,Ruisseau de They,11,11,kg/j DBO5,86,BISCH ROGER,BISCH ROGER,919424,6796580,Filtres plantés de Roseaux,190,37,38,3.2,
167,FREYMING-MERLEBACH ,57240,978674,6900521,,A951020A,RUISSEAU LA ROSSELLE,25724000167,FRCR457,ROSSELLE 3,9/1/78,8/10/04,,,FREYMING-MERLEBACH,57,MOSELLE,A95-0200,La Rosselle,2604,2604,kg/j DBO5,86,CREA CONSTRUCTION SAS,CC DE LA SOMMERAU,979248,6900249,Boues Activées,,,7200,750,A9510200
198,L'HOPITAL ,57336,973371,6901636,,A9510460,RUISSEAU LE MERLE,25733600198,FRCR456,ROSSELLE 2,5/1/91,,10/27/11,,HOPITAL (L'),57,MOSELLE,A9510460,Ruisseau le Merle,647.4,647.4,kg/j DBO5,86,,CC DE LA SOMMERAU,973384,6901577,Boues Activées - traitement Azote - traitement Phosphore,10800,1630,2176,272,
2054,NARBEFONTAINE ,57495,958541,6898658,,A9850580,RUISSEAU HEISELLER,25749502054,FRCR460,NIED ALLEMANDE 2,12/1/10,,11/21/08,,NARBEFONTAINE,57,MOSELLE,A9850580,Ruisseau Heiseller,12,11,kg/j DBO5,86,,,958510,6898551,Lagunage Naturel,285,110,63,8,
50,CHAMBLEY ,54112,911908,6886670,,A734050C,RUISSEAU DU SOIRON,25411200050,FRCR350,RUISSEAU DU SOIRON,1/1/65,10/1/10,,,CHAMBLEY-BUSSIERES,54,MEURTHE-ET-MOSELLE,A7340500,Ruisseau du Soiron,54,,kg/j DBO5,86,COMMUNE D'ABAUCOURT,COMMUNE D'ABAUCOURT,,,Boues Activées,,,150,19,A7340500
1470,EUVEZIN ,54187,907828,6873159,,A7310200,RUISSEAU LE RUPT DE MAD,25418701470,FRCR344,RUPT DE MAD 2,9/1/03,,6/22/98,,EUVEZIN,54,MEURTHE-ET-MOSELLE,A73-0200,Le Rupt de Mad,6,6,kg/j DBO5,86,COMMUNE DE GERBECOURT-ET-HAPLEMONT,COMMUNE DE GERBECOURT-ET-HAPLEMONT,907777,6873109,Bassin d'Infiltration,100,,20,2.5,
2523,FLIREY ,54200,908684,6867360,,,INFILTRATION,25420002523,FRCR338,ESCH 1,5/15/15,,7/9/13,,FLIREY,54,MEURTHE-ET-MOSELLE,,,15,13,kg/j DBO5,86,COMMUNE DE HERIMENIL,COMMUNE DE HERIMENIL,908666,6867336,Filtres plantés de Roseaux,220,103,52,4.4,
2261,LIMEY-REMENAUVILLE ,54316,912461,6868786,,,INFILTRATION,25431602261,FRCR339,ESCHE 2,11/8/12,,8/29/11,,LIMEY-REMENAUVILLE,54,MEURTHE-ET-MOSELLE,,,20,17,kg/j DBO5,86,COMMUNE DE VILLERS-LA-CHEVRE,COMMUNE DE VILLERS-LA-CHEVRE,912538,6868615,Filtres plantés de Roseaux,285,73,68,5.6,
3503,MAMEY ,54340,916347,6868169,,A7120200,RUISSEAU D'ESCHE,25434003503,FRCR339,ESCHE 2,7/1/20,,7/1/20,,MAMEY,54,MEURTHE-ET-MOSELLE,A71-0200,L'Esche,21,21,kg/j DBO5,86,COMMUNE DE IRE-LE-SEC,COMMUNE DE IRE-LE-SEC,916248,6868190,Filtres plantés de Roseaux,355,135,54,7.3,
1888,VIGY ,57716,939758,6905304,,A7910920,RUISSEAU LA BEVOTTE,25771601888,FRCR376,BEVOTTE,12/1/08,,,,VIGY,57,MOSELLE,A7910920,Ruisseau la Bevotte,135,114,kg/j DBO5,86,,,940194,6905352,Boues Activées - traitement Azote - traitement Phosphore,,,660,83,
1224,CELLES-SUR-PLAINE ,88082,990470,6822968,,A6220200,LA PLAINE,28808201224,FRCR297,PLAINE 2,7/1/94,,,,CELLES-SUR-PLAINE,88,VOSGES,A62-0200,La Plaine,90,,kg/j DBO5,86,,,,,Lagunage Naturel,,,1,1,
2296,ATHIENVILLE ,54026,956211,6852116,,A7710810,RUISSEAU D'ATHIENVILLE,25402602296,FRCR358,LOUTRE NOIRE,2/1/13,,4/1/11,,ATHIENVILLE,54,MEURTHE-ET-MOSELLE,A7710810,Ruisseau d'Athienville,15,9,kg/j DBO5,86,,,956235,6852184,Filtres plantés de Roseaux,160,64,50,2.1,
1955,KIRSCHNAUMEN EVENDORFF ,57365,947848,6928632,,A8870300,RUISSEAU DE MONTENACH,25736501955,FRCR408,RUISSEAU DE MONTENACH,9/15/11,,,,KIRSCHNAUMEN,57,MOSELLE,A8870300,Ruisseau de Montenach,23,15,kg/j DBO5,86,SIE D'HABLAINVILLE,SIE D'HABLAINVILLE,947866,6928531,Filtres plantés de Roseaux,,,76,6.4,
