Numouvep,Nomouvep,Numineco,Coola2ex,Coola2ey,Coola2ez,Codhyd,Libcodhyd,Numnat,Codeurme,Nommasea,Datmises,Datfer,Datautre,Datcnfac,Nomcom,Coddep,Libdep,Codmilsu,Libmilsu,Valcapst,Valcapconstructeur,Unicapst,Codpar,Maitre Ouvrage,Exploitant,Coola2ex Rjet,Coola2ey Rjet,Type Ouvrage,Cap Traitmt Reglmt,Debit Reference,Debit Moy Jour,Debit Horair Pointe,Code Hydro
2586,HALSTROFF ,57286,953480,6926050,,A9950300,RUISSEAU REMEL,25728602586,FRCR468,REMEL,7/1/17,,3/14/16,,HALSTROFF,57,MOSELLE,A9950300,Ruisseau Remel,26,22,kg/j DBO5,86,,,953440,6925983,Filtres plantés de Roseaux,320,280,104.2,9.6,
2384,LACROIX-SUR-MEUSE ,55268,883470,6877516,,B2250540,RUISSEAU DE LA PRELE,25526802384,FRB1R472,MEUSE 3,8/4/14,,,,LACROIX-SUR-MEUSE,55,MEUSE,B2250540,Ruisseau de la Prele,36,36,kg/j DBO5,86,COMMUNE DE SURBOURG,COMMUNE DE SURBOURG,883193,6877548,Filtres plantés de Roseaux,,,120,10,
2048,LE THOLY ,88470,979678,6782497,,A4170300,RUISSEAU DE LA CLEURIE,28847002048,FRCR225,CLEURIE,7/15/10,,1/6/09,,THOLY (LE),88,VOSGES,A4170300,Ruisseau de la Cleurie,43,43,kg/j DBO5,86,BORN XAVIER,BORN XAVIER,979613,6782488,Disques Biologiques,700,116,156,19,
174,GROSBLIEDERSTROFF (FA) ,57260,993718,6906370,,A9420100,fossé puis RIVIERE LA SARRE,25726000174,FRCR414,SARRE 4,7/6/78,12/9/16,1/8/10,,GROSBLIEDERSTROFF,57,MOSELLE,A9--0100,La Sarre Blanche,156,,kg/j DBO5,86,,,993404,6904201,Boues Activées,2600,960,663,79,
505,SAINT-NABORD ,88429,967478,6778726,,A4200060,LA MOSELLE,28842900505,FRCR209,MOSELLE 2,4/1/76,,12/31/06,,SAINT-NABORD,88,VOSGES,A---0060,La Moselle,138,,kg/j DBO5,86,ADARA MEHDI,ADARA MEHDI,,,Boues Activées,2300,,416,52,
123,BENESTROFF ,57060,975827,6874246,,A9100200,RIVIERE L'ALBE,25706000123,FRCR432,ALBE 1,6/4/68,4/29/12,,,BENESTROFF,57,MOSELLE,A91-0200,L'Albe,21,23,kg/j DBO5,86,COMMUNE DE RAPEY,COMMUNE DE RAPEY,975906,6874264,Boues Activées,,,45,6,
2150,BENESTROFF ,57060,975837,6874297,,A9100370,ruisseau le Cadregraben,25706002150,FRCR432,ALBE 1,4/30/12,,9/21/10,,BENESTROFF,57,MOSELLE,A9100370,Ruisseau de l'Etang de Devant,69,53,kg/j DBO5,86,COMMUNE DE RAPEY,COMMUNE DE RAPEY,975899,6874299,Boues Activées - traitement Azote - traitement Phosphore,1300,453,265,33,
2133,LEZEY ,57399,966770,6856718,,A7570200,CANAL DE FLOTTAGE DES SALINES - Ruisseau de NARD,25739902133,FRCR333,SEILLE 2,1/16/12,,,,LEZEY,57,MOSELLE,A75-0200,Canal de Flottage des Salines,7,7,kg/j DBO5,86,TOUSST YVES,TOUSST YVES,966756,6856672,Filtres plantés de Roseaux,,,25,2,
2461,BROUVILLER ,57114,1005194,6860286,,A9060300,RUISSEAU LE BRUCHBACH,25711402461,FRCR427,BRUCHBACH,9/1/17,,2/3/14,,BROUVILLER,57,MOSELLE,A9060300,Ruisseau le Bruchbach,34,30,kg/j DBO5,86,ENTREPRISE CHIAROTTO,ENTREPRISE CHIAROTTO,1005149,6860366,Filtres plantés de Roseaux,500,231,137,12,
1878,LIXING-LES-SAINT-AVOLD ,57409,974239,6886989,,A9820430,RUISSEAU LA NIED DE BISCHWALD,25740901878,FRCR459,NIED ALLEMANDE 1,12/11/08,,2/1/07,,LIXING-LES-SAINT-AVOLD,57,MOSELLE,A9820430,Ruisseau la Nied de Bischwald,118,117,kg/j DBO5,86,,,973740,6886690,Lagunage Naturel,1520,960,650,81,
51,COLOMBEY-LES-BELLES ,54135,912245,6829991,,A5600200,La Bouvade,25413500051,FRCR272,BOUVADE,5/1/91,,12/19/06,,COLOMBEY-LES-BELLES,54,MEURTHE-ET-MOSELLE,A56-0200,La Bouvade,68.4,68.4,kg/j DBO5,86,COMMUNE DE BERTRAMBOIS,COMMUNE DE BERTRAMBOIS,,,Lagunage Naturel,1500,260,206,26,
21,NOUZONVILLE ,8328,825535,6970076,,B5620000,RIVIERE LA MEUSE,20832800021,FRB1R477,MEUSE 8,1/1/71,1/31/04,,,NOUZONVILLE,8,ARDENNES,B---0000,La Meuse,456,456,kg/j DBO5,86,COMMUNE DE LEGEVILLE ET BONFAYS,CIECIVA SANDRINE,,,Boues Activées,,,1152,144,
271,TALANGE ,57663,931212,6910001,,A7930470,RUISSEAU LA BARCHE,25766300271,FRCR378,BARCHE,6/1/91,,1/5/07,,TALANGE,57,MOSELLE,A7930470,Ruisseau la Barche,1860,1860,kg/j DBO5,86,,,931226,6909940,Boues Activées - traitement Azote - traitement Phosphore,31000,5090,6784,848,
337,KIENHEIM ,67236,1037617,6852845,,A2920430,RUISSEAU LE KOLBSENBACH,26723600337,FRCR151,SOUFFEL,1/1/90,,4/14/16,10/1/18,KIENHEIM,67,BAS-RHIN,A2920430,Ruisseau le Kolbsenbach,36,39,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1037676,6852653,Boues Activées - traitement Azote,650,540,150,22.5,
2188,CHAMP-LE-DUC ,88086,975653,6794343,,A4340200,LA VOLOGNE,28808602188,FRCR229,VOLOGNE 3,10/1/11,,5/20/09,,CHAMP-LE-DUC,88,VOSGES,A43-0200,La Vologne,380,300,kg/j DBO5,86,,,975475,6793965,Boues Activées - traitement Azote - traitement Phosphore,6000,2000,940,117,
2249,MONNEREN-STE-MARGUERITE ,57476,947511,6922693,,A9920300,RUISSEAU L'ANZELINGERBACH,25747602249,FRCR465,ANZELINGERBACH,6/1/13,,,,MONNEREN,57,MOSELLE,A9920300,Ruisseau l'Anzelingerbach,9,8,kg/j DBO5,86,SIVU DU TREY,SIVU DU TREY,947687,6922578,Lagunage Naturel,,,33,4.1,
98,DAMVILLERS ,55145,874725,6918680,,B4550210,RIVIERE LA THINTE,25514500098,FRB1R556,LOISON 1,12/1/64,7/15/11,11/10/06,,DAMVILLERS,55,MEUSE,B45-0210,La Thinte,72,72,kg/j DBO5,86,COMMUNE DE LAMPERTHEIM,COMMUNE DE LAMPERTHEIM,,,Boues Activées,1200,233,128,16,
3473,XURES ,54601,968871,6849153,,A6820200,LE SANON,25460103473,FRCR321,SANON 2,12/31/18,,1/15/18,,XURES,54,MEURTHE-ET-MOSELLE,A68-0200,Le Sânon,7,7,kg/j DBO5,86,,,968952,6849187,Filtres plantés de Roseaux,124,50,,,
1617,SCHWINDRATZHEIM ,67460,1038326,6859659,,A3480200,RIVIERE LA ZORN,26746001617,FRCR178,ZORN 5,3/30/05,,5/16/03,,SCHWINDRATZHEIM,67,BAS-RHIN,A34-0200,La Zorn,548.1,720,kg/j DBO5,86,GAEC DU LAPIN BLANC,,1038514,6859861,Boues Activées - traitement Azote - traitement Phosphore,12000,12000,4500,500,
1514,MOMERSTROFF ,57471,957372,6901514,,A9900870,RUISSEAU LE KALTBACH,25747101514,FRCR462,ELLBACH,6/21/04,12/1/13,1/22/10,,MOMERSTROFF,57,MOSELLE,A9900870,Ruisseau le Kaltbach,15,15,kg/j DBO5,86,,,957352,6901495,Bassin d'Infiltration,250,27,37,1.5,
178,GUELANGE ,57269,934510,6915347,,A8500470,RUISSEAU LA SEE,25726900178,FRCR399,SEE,1/1/71,3/1/10,,,GUENANGE,57,MOSELLE,A8500470,Ruisseau la See,9,,kg/j DBO5,86,EURO CAR,COMMUNE DE BAIRON ET SES ENVIRONS,934465,6915274,Boues Activées,,,16,2,
2149,VAL-DE-GUEBLANGE ,57267,990114,6883690,,A9130200,RIVIERE L'ALBE,25726702149,FRCR433,ALBE 2,11/1/12,,1/12/11,,VAL-DE-GUEBLANGE (LE),57,MOSELLE,A91-0200,L'Albe,51,54,kg/j DBO5,86,,,990002,6883561,Lagunage Naturel,900,258,200,25,
3440,WARNECOURT  ,8498,819219,6961492,,B5400670,RUISSEAU DE WARMECOURT,20849803440,FRB1R579,RUISSEAU DES REJETS,3/1/19,,,,WARNECOURT,8,ARDENNES,B5400670,Ruisseau de Warmecourt,45,45,kg/j DBO5,86,,,819219,6961492,Filtres plantés de Roseaux,,,112.5,20,
44,BAYON ,54054,945306,6824572,,A5030200,L'EURON,25405400044,FRCR250,EURON,1/1/69,9/16/14,,,BAYON,54,MEURTHE-ET-MOSELLE,A50-0200,L'Euron,48,48,kg/j DBO5,86,COMMUNE DE GERMONT,BRETON CHRISTOPHE,945321,6824637,Boues Activées,,,168,21,
1821,SAINT-JURE ,57617,936114,6877283,,A7840510,RUISSEAU DE VIGNY,25761701821,FRCR366,RUISSEAU DE MOINCE,7/1/08,,8/16/06,,SAINT-JURE,57,MOSELLE,A7840510,Ruisseau de Vigny,27,28.2,kg/j DBO5,86,,,936100,6877285,Bassin d'Infiltration,483,142,200,8.3,
137,BUDING ,57117,941065,6920075,,A8730200,RUISSEAU LE CANNER,25711700137,FRCR404,CANNER,1/1/84,8/30/11,,,BUDING,57,MOSELLE,A87-0200,La Canner,115.8,,kg/j DBO5,86,SIE DE MULCEY SAINT-MEDARD,SIE DE MULCEY SAINT-MEDARD,941088,6920059,Boues Activées,,,384,48,
3525,FLIN ,54199,969270,6828317,,A6320100,LA MEURTHE,25419903525,FRCR280,MEURTHE 4,2/15/21,,6/14/16,,FLIN,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,400,400,kg/j DBO5,86,,,969233,6828367,Filtres plantés de Roseaux,400,144,172.8,7.2,
249,ROHRBACH-LES-BITCHE ,57589,1012069,6889937,,A9240530,RUISSEAU ROHRBACH,25758900249,FRCR439,BUTTENBACH,6/4/82,,1/7/10,1/1/07,ROHRBACH-LES-BITCHE,57,MOSELLE,A9240530,Ruisseau Rohrbach,210,222,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1012071,6889903,Boues Activées - traitement Azote,3700,1200,813,76,
60,GERBEVILLER ,54222,959165,6827726,,A6740120,LA MORTAGNE,25422200060,FRCR289,MORTAGNE 3,1/1/68,3/31/17,12/1/06,1/1/92,GERBEVILLER,54,MEURTHE-ET-MOSELLE,A6--0120,La Mortagne,45,45,kg/j DBO5,86,COMMUNE DE LEINTREY,COMMUNE DE LEINTREY,,,Boues Activées,750,113,136,17,
1768,SCHWEYEN ,57641,1019315,6904321,,A9350220,RIVIERE LE SCHWALBACH,25764101768,FRCR446,SCHWALBACH,1/1/07,,6/9/06,,SCHWEYEN,57,MOSELLE,A93-0220,Le Schwalbach,26.7,24,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1019241,6904354,Bassin d'Infiltration,400,,100,12.5,
1757,BEUX ,57075,943136,6883518,,A9730880,RUISSEAU D'AUBE,25707501757,FRCR417,NIED FRANCAISE 2,2/1/07,,2/10/04,,BEUX,57,MOSELLE,A9730880,Ruisseau d'Aube,13.2,13.2,kg/j DBO5,86,COMMUNE DE SAINT GORGON,COMMUNE DE SAINT GORGON,943155,6883443,Filtres plantés de Roseaux,220,,37,5,
194,KEDANGE/CANNER ,57358,942178,6917696,,A8720200,RUISSEAU LE CANNER,25735800194,FRCR404,CANNER,1/1/76,8/30/11,,1/1/88,KEDANGE-SUR-CANNER,57,MOSELLE,A87-0200,La Canner,141,,kg/j DBO5,86,SIE DE MULCEY SAINT-MEDARD,SIE DE MULCEY SAINT-MEDARD,942186,6917701,Boues Activées,,,312,39,
1321,LOUPERSHOUSE ,57419,985825,6892274,,A9140210,RUISSEAU LE MODERBACH,25741901321,FRCR434,MODERBACH,2/1/03,,8/1/02,,LOUPERSHOUSE,57,MOSELLE,A91-0210,Le Moderbach ,150,150,kg/j DBO5,86,,,985788,6892349,Lagunage Aéré,2500,0,975,112,
2059,WAHLBACH ZAESSINGUE ,68353,1025280,6734156,,A1070470,RUISSEAU LE WAHLBACH,26835302059,FRCR36,THALBACH,9/1/10,,9/1/10,,WAHLBACH,68,HAUT-RHIN,A1070470,Ruisseau le Wahlbach,50,40,kg/j DBO5,86,,,1025196,6734185,Filtres plantés de Roseaux,800,288,144,20,
1227,LACHAPELLE ,54287,980256,6820372,,A6300100,RIVIERE LA MEURTHE,25428701227,FRCR279,MEURTHE 3,4/30/00,,,,LACHAPELLE,54,MEURTHE-ET-MOSELLE,A6--0100,La Meurthe,13.62,,kg/j DBO5,86,,,,,Boues Activées,,,43,5.4,
3562,POUILLY-EN-BASSIGNY ,52400,895446,6767973,,B0000000,LA MEUSE,25240003562,FRB1R470,MEUSE 1,6/1/21,,6/1/21,,CHATELET-SUR-MEUSE (LE),52,HAUTE-MARNE,B---0000,La Meuse,8,8,kg/j DBO5,86,,,895399,6767951,Filtres plantés de Roseaux,130,,25.4,2.5,
281,VERNEVILLE ,57707,919538,6898534,,A7410400,RUISSEAU LA MANCE,25770700281,FRCR353,MANCE,11/1/88,,6/27/14,3/26/14,VERNEVILLE,57,MOSELLE,A7410400,Ruisseau la Mance,63,71,kg/j DBO5,86,YILDIZ GOKHAN,YILDIZ GOKHAN,919855,6898662,Filtres plantés de Roseaux,950,330,240,20,
1630,JUVIGNY-SUR-LOISON ,55262,869353,6932176,,B4570200,RIVIERE LE LOISON,25526201630,FRB1R557,LOISON 2,6/1/05,,,,JUVIGNY-SUR-LOISON,55,MEUSE,B45-0200,Le Loison,16.8,16.8,kg/j DBO5,86,ARTISANS COIFFEURS,ARTISANS COIFFEURS,,,Boues Activées,,,84,1,
1962,VIONVILLE ,57578,914838,6891512,,A7400340,Fossé puis ruisseau de FLAVIGNY,25772201962,FRCR351,RUISSEAU DE GORZE 1,1/30/10,,1/10/06,,REZONVILLE-VIONVILLE,57,MOSELLE,A7400340,Ruisseau de Gorze,17,11,kg/j DBO5,86,,,914695,6891412,Lagunage Naturel,192,,72,9,
261,SCHORBACH ,57639,1022656,6895897,,A932041A,RUISSEAU SCHORBACH,25763900261,FRCR445,HORN,2/1/72,4/1/09,,,SCHORBACH,57,MOSELLE,A9320410,Ruisseau Schorbach,33,33,kg/j DBO5,86,LA MAISON DU MEUBLE,LE FOURNIL DE LOIC,1022665,6895872,Boues Activées,,,80,10,A9320410
441,KAYSERSBERG ,68162,1017358,6790220,,A213020A,RIVIERE LA WEISS,26816200441,FRCR98,WEISS 2,1/1/63,12/5/07,,,KAYSERSBERG VIGNOBLE,68,HAUT-RHIN,A21-0200,La Weiss,180,,kg/j DBO5,86,,,,,Lit Bactérien,,,600,75,A2130200
2595,BATTIGNY ,54052,920400,6820750,,,,25405202595,,,2/1/17,,1/7/13,,BATTIGNY,54,MEURTHE-ET-MOSELLE,,,13,6,kg/j DBO5,86,S.C.I. CHANG NOI,S.C.I. CHANG NOI,920380,6820800,Filtres plantés de Roseaux,104,90,90,4.4,
2544,KERLING-LES-SIERCK ,57361,942494,6927154,,A8870560,RUISSEAU LE HOELLENBACH,25736102544,FRCR408,RUISSEAU DE MONTENACH,1/1/16,,8/29/13,,KERLING-LES-SIERCK,57,MOSELLE,A8870560,Ruisseau le Hoellenbach,39,27,kg/j DBO5,86,SCHRECK ENERGIE SARL,SCHRECK ENERGIE SARL,942363,6927148,Filtres plantés de Roseaux,450,150,136,,
2566,CHATEAU-VOUE ,57133,965606,6867386,,A7620640,RUISSEAU DE BANVOIE,25713302566,FRCR357,RUISSEAU DE LA FLOTTE,7/1/16,,3/25/15,,CHATEAU-VOUE,57,MOSELLE,A7620640,Ruisseau de Banvoie,9,6,kg/j DBO5,86,COMMUNE DE LANEUVEVILLE DER. FOUG,COMMUNE DE LANEUVEVILLE DER. FOUG,965376,6867361,Filtres plantés de Roseaux,100,46,,,
1217,VIC/SEILLE ,57712,958524,6858980,,A7580100,RIVIERE LA SEILLE,25771201217,FRCR333,SEILLE 2,9/1/98,,8/4/97,,VIC-SUR-SEILLE,57,MOSELLE,A7--0100,La Seille,136.8,126,kg/j DBO5,86,,CC DE LA SOMMERAU,958510,6859140,Boues Activées - traitement Azote - traitement Phosphore,2100,0,634,79,
2276,PUTTELANGE-LS-T. HIMELING ,57557,933971,6936998,,A8820420,RUISSEAU D'HIMELING,25755702276,FRCR405,RUISSEAU DE BOLER,4/1/13,,6/1/11,,PUTTELANGE-LES-THIONVILLE,57,MOSELLE,A8820420,Ruisseau d'Himeling,34,28,kg/j DBO5,86,SARL CLAUDE BONTEMPS,SARL CLAUDE BONTEMPS,933988,6936890,Filtres plantés de Roseaux,450,150,115,9.5,
1511,NAYEMONT-LES-FOSSES ,88320,996852,6806807,,A6040960,RUISSEAU DE BASSES FOSSES,28832001511,FRCR290,FAVE,5/12/04,,7/31/01,,NAYEMONT-LES-FOSSES,88,VOSGES,A6040960,Ruisseau de Basses Fosses,18,14.1,kg/j DBO5,86,,,996877,6806812,Lit Bactérien,300,,45,1,
1679,TENDON MAIRIE ,88464,973577,6786428,,A4350670,RUISSEAU LE SCOUET,28846401679,FRCR232,BARBA,1/1/89,,,,TENDON,88,VOSGES,A4350670,Ruisseau le Scouet,2,2,kg/j DBO5,86,BELOT AIMIE,BELOT AIMIE,,,Assainissement Non Collectif,,,,,
2055,METZERESCHE ,57464,939235,6915278,,A8620200,RUISSEAU LA BIBICHE,25746402055,FRCR400,BIBICHE,6/1/11,,11/7/08,,METZERESCHE,57,MOSELLE,A86-0200,La Bibiche,175,150,kg/j DBO5,86,,,938890,6915262,Boues Activées - traitement Azote - traitement Phosphore,2500,1375,785,98,
2491,SORNEVILLE ,54510,950708,6855137,,A7720480,RUPT DE GENEVE,25451002491,FRCR358,LOUTRE NOIRE,10/30/14,,3/22/12,,SORNEVILLE,54,MEURTHE-ET-MOSELLE,A7720480,Rupt de Geneve,24,23,kg/j DBO5,86,,,950646,6855142,Filtres plantés de Roseaux,400,42,80,6.7,
1877,RUPT-SUR-MOSELLE ,88408,972478,6765691,,A4060060,LA MOSELLE,28840801877,FRCR208,MOSELLE 1,12/15/07,,11/30/04,,RUPT-SUR-MOSELLE,88,VOSGES,A---0060,La Moselle,195,189,kg/j DBO5,86,PIERSON THOMAS JACKY JEAN CLAUDE,PIERSON THOMAS JACKY JEAN CLAUDE,972399,6765677,SBR,3150,1400,450,56,
163,FLEURY ,57218,933102,6887059,,A7870100,RIVIERE LA SEILLE,25721800163,FRCR335,SEILLE 4,1/1/66,,,1/1/83,FLEURY,57,MOSELLE,A7--0100,La Seille,69.6,69.6,kg/j DBO5,86,COMMUNE DE BONZEE,,933109,6887052,Boues Activées,,,608,76,
2518,BREUVANNES_COLOMBEY-LS-CH ,52074,895551,6777840,,B0100200,RUISSEAU LE FLAMBART,25207402518,FRB1R484,FLAMBART,12/18/14,,,,BREUVANNES-EN-BASSIGNY,52,HAUTE-MARNE,B01-0200,Le Flambart,6,6,kg/j DBO5,86,COMMUNE DE TETERCHEN,COMMUNE DE TETERCHEN,895553,6777873,Filtres plantés de Roseaux,,,19,1.6,
1524,DOMBASLE-SUR-MEURTHE ,54159,946412,6840507,,A6870380,RUISSEAU LE BEHART,25415901524,FRCR321,SANON 2,1/15/04,,6/23/03,,DOMBASLE-SUR-MEURTHE,54,MEURTHE-ET-MOSELLE,A6870380,Ruisseau le Behart,669.6,600,kg/j DBO5,86,,,946442,6840546,Boues Activées - traitement Azote - traitement Phosphore,10000,3000,2598,245,
1862,VRONCOURT ,54592,927652,6822960,,A5410200,LE BRENON,25459201862,FRCR267,BRENON,8/28/07,,10/30/06,,VRONCOURT,54,MEURTHE-ET-MOSELLE,A54-0200,Le Brenon,17.7,15,kg/j DBO5,86,COMMUNE DE VITTERSBOURG,COMMUNE DE VITTERSBOURG,927565,6812987,Bassin d'Infiltration,250,,66,5.5,
1845,FAULX ,54188,933596,6859079,,A7000320,RUISSEAU LA MAUCHERE,25418801845,FRCR336,MAUCHERE,4/5/07,,2/16/07,,FAULX,54,MEURTHE-ET-MOSELLE,A7000320,Ruisseau la Mauchere,121.5,120,kg/j DBO5,86,,,933534,6859049,Filtres plantés de Roseaux,2000,1200,405,34,
169,GLATIGNY ,57249,944035,6898684,,A9750350,fossé du Corchu,25724900169,FRCR417,NIED FRANCAISE 2,12/1/92,,,,GLATIGNY,57,MOSELLE,A9750350,Ruisseau de la Rigole,28.8,28.8,kg/j DBO5,86,,,944184,6898540,Lagunage Naturel,,,79,10,
1533,CLEEBOURG ,67074,1058524,6888347,,A3710430,RUISSEAU LE SCHEMPERBACH,26707401533,FRCR205,SELTZBACH,10/15/04,,12/11/02,,CLEEBOURG,67,BAS-RHIN,A3710430,Ruisseau le Schemperbach,38.4,38.4,kg/j DBO5,86,,LINSIG CAROLE,1058531,6888337,SBR,640,,1,1,
22,POURU-SAINT-REMY ,8343,850718,6954251,,B4660540,RUISSEAU DE POURU,20834300022,FRB1R723,CHIERS 3,1/1/78,,11/14/74,,POURU-SAINT-REMY,8,ARDENNES,B4660540,Ruisseau de Pouru,108,108,kg/j DBO5,86,,,850715,6954288,Boues Activées,1800,,344,43,
1811,ANTILLY ,57024,936279,6904539,,A7910920,RUISSEAU LA BEVOTTE,25702401811,FRCR376,BEVOTTE,9/1/08,,6/11/07,,ANTILLY,57,MOSELLE,A7910920,Ruisseau la Bevotte,14.4,12,kg/j DBO5,86,,,936218,6904508,Bassin d'Infiltration,340,,54,6.7,
251,ROUHLING ,57598,992504,6899947,,A9400940,RUISSEAU DE ROUHLING,25759800251,FRCR453,ALTWIESENBACH,8/1/83,,10/12/81,,ROUHLING,57,MOSELLE,A9400940,Ruisseau de Rouhling,156,156,kg/j DBO5,86,,,994320,6898217,Boues Activées,2600,0,800,100,
1341,BURTONCOURT ,57121,949739,6908676,,A9910410,RUISSEAU DE LINTRINGERBACH,25712101341,FRCR418,NIED REUNIE 1,12/1/01,,,,BURTONCOURT,57,MOSELLE,A9910410,Ruisseau de Lintringerbach,25.92,,kg/j DBO5,86,,,949234,6908437,Lagunage Naturel,,,84,10,
241,POSTROFF ,57551,998802,6868843,,A9060210,RIVIERE L'ISCH,25755100241,FRCR420,ISCH,1/1/71,,,,POSTROFF,57,MOSELLE,A90-0210,L'Isch,10.8,10.8,kg/j DBO5,86,,,998667,6868790,Boues Activées,,,32,4,
145,COURCELLES-SUR-NIED ,57156,942071,6890019,,A9740120,LA NIED,25715600145,FRCR417,NIED FRANCAISE 2,1/1/76,,9/26/07,,COURCELLES-SUR-NIED,57,MOSELLE,A9--0120,La Nied Francaise,153,,kg/j DBO5,86,,,942048,6890001,Boues Activées,2550,190,190,24,
1615,BREIDENBACH OLSBERG ,57108,1020920,6900642,,A9330650,RUISSEAU BURBACH,25710801615,FRCR445,HORN,11/11/04,,,,BREIDENBACH,57,MOSELLE,A9330650,Ruisseau Burbach,6.9,6.9,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1020920,6900642,Bassin d'Infiltration,,,13,2,
1964,KIRSCH-LES-SIERCK ,57364,946213,6931968,,A8870540,RUISSEAU LE MORTZBACH,25736401964,FRCR408,RUISSEAU DE MONTENACH,12/1/09,,2/3/09,,KIRSCH-LES-SIERCK,57,MOSELLE,A8870540,Ruisseau le Mortzbach,23,21,kg/j DBO5,86,TOUMI LARBI,COMMUNE DE BAIRON ET SES ENVIRONS,946232,6931918,Filtres plantés de Roseaux,350,117,77,7,
362,NIEDERHASLACH ,67325,1021145,6833715,,A2740110,RIVIERE LA BRUCHE,26732500362,FRCR90,BRUCHE 3,1/1/83,,,11/2/00,NIEDERHASLACH,67,BAS-RHIN,A2--0110,La Bruche,486,,kg/j DBO5,86,,LINSIG CAROLE,1021160,6833731,Boues Activées - traitement Azote - traitement Phosphore,,,3904,488,
3516,BICKENHOLTZ ,57080,1006288,6864305,,,Fossé affluent de l'ELLERBACH lui-même affluent de l'ISCH,25708003516,,,9/1/20,,,,BICKENHOLTZ,57,MOSELLE,,,,,kg/j DBO5,86,,,1006460,6864358,Lagunage Naturel,,,36,,
2184,AULNOIS / SEILLE CRAINCOU ,57040,943484,6868508,,A7760100,LA SEILLE,25704002184,FRCR334,SEILLE 3,2/28/13,,7/4/11,,AULNOIS-SUR-SEILLE,57,MOSELLE,A7--0100,La Seille,40,51,kg/j DBO5,86,,,943292,6868450,Filtres plantés de Roseaux,850,265,133,11,
183,HAMBACH ,57289,994794,6890475,,A920082A,RUISSEAU LE HOPPBACH,25728900183,FRCR442,HOPPBACH,1/1/79,2/22/12,5/22/79,,HAMBACH,57,MOSELLE,A9200820,Ruisseau le Hoppbach,123,123,kg/j DBO5,86,TRANSPORTS MK EXPRESS,TRANSPORTS MK EXPRESS,994737,6890472,Boues Activées,2050,260,368,50,A9200820
1812,BRETTNACH ,57110,958521,6912033,,A9940410,RUISSEAU LE LESCHBACH,25711001812,FRCR466,OHLIGBACH,1/1/08,,5/7/03,,BRETTNACH,57,MOSELLE,A9940410,Ruisseau le Leschbach,32.4,25.8,kg/j DBO5,86,COMMUNE DE GRUYERES,,958523,6911982,Bassin d'Infiltration,500,,90,7.5,
510,CIRCULATOR ,88468,980307,6760649,,A4030060,LA MOSELLE,28846800510,FRCR208,MOSELLE 1,6/1/79,12/15/09,,,THILLOT (LE),88,VOSGES,A---0060,La Moselle,,,kg/j DBO5,86,BLUM THOMAS,BLUM THOMAS,,,Décanteur,,,1000,80,
294,BERSTETT ,67034,1044083,6851512,,A3510200,RUISSEAU LE LANDGRABEN,26703400294,FRCR197,LANDGRABEN,1/1/78,4/28/17,,,BERSTETT,67,BAS-RHIN,A35-0200,Le Landgraben,174,174,kg/j DBO5,86,,,1044051,6851541,Boues Activées,,,370,46,
1632,GRANGES-SUR-VOLOGNE ,88218,980138,6790518,,A4320200,LA VOLOGNE,28821801632,FRCR228,VOLOGNE 2,5/1/05,,11/13/00,,GRANGES-AUMONTZEY,88,VOSGES,A43-0200,La Vologne,180.36,180,kg/j DBO5,86,,,980078,6790508,Boues Activées - traitement Azote,3000,825,825,65,
2278,FERRIERES ,54192,942345,6832462,,A5110450,RUISSEAU DE L'ETANG MANNEQUIN,25419202278,FRCR211,MOSELLE 4,11/12/12,,9/6/10,,FERRIERES,54,MEURTHE-ET-MOSELLE,A5110450,Ruisseau de l'Etang Mannequin,27,18,kg/j DBO5,86,,,942345,6832501,Filtres plantés de Roseaux,300,160,90,7.5,
190,HULTEHOUSE ,57339,1013357,6855221,,A3410200,RIVIERE LA ZORN,25733900190,FRCR175,ZORN 2,1/1/73,10/30/11,,,HULTEHOUSE,57,MOSELLE,A34-0200,La Zorn,27,,kg/j DBO5,86,SIAEP DE LA VALLEE DU SOURD,SIAEP DE LA VALLEE DU SOURD,1013439,6855176,Boues Activées,,,96,12,
1942,VAUDEMONT ,54552,925878,6817626,,A5410300,RUISSEAU LE TABOURIN,25455201942,FRCR267,BRENON,3/1/09,,7/24/07,,VAUDEMONT,54,MEURTHE-ET-MOSELLE,A5410300,Ruisseau du Tabourin,9,6,kg/j DBO5,86,RUSSO JESSE,RUSSO JESSE,925828,6817664,Filtres plantés de Roseaux,100,30,46,2.6,
1344,LAQUENEXY LOT. ,57385,942287,6891691,,A9740500,RUISSEAU DE LA FONTAINE,25738501344,FRCR417,NIED FRANCAISE 2,1/1/02,4/1/10,,,LAQUENEXY,57,MOSELLE,A9740500,Ruisseau de la Fontaine,7.2,,kg/j DBO5,86,YILDIZ GOKHAN,YILDIZ GOKHAN,942706,6891839,Lit Bactérien,,,1,1,
